"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000098777",2,1,3,0,0,1
"ENSMUSG00000046372",107,100,136,48,40,15
"ENSMUSG00000030424",322,210,115,129,64,49
"ENSMUSG00000100490",107,61,48,39,19,22
"ENSMUSG00000068959",1033,1048,1254,1247,1765,1412
"ENSMUSG00000104150",23,36,33,27,40,31
"ENSMUSG00000108621",2367,1910,1985,2394,2202,1804
"ENSMUSG00000099934",0,0,0,2,0,0
"ENSMUSG00000074903",75,51,48,35,18,18
"ENSMUSG00000101901",2,0,0,0,2,0
"ENSMUSG00000100431",0,0,0,0,2,0
"ENSMUSG00000102227",2,0,0,0,0,0
"ENSMUSG00000109083",2,0,0,0,1,0
"ENSMUSG00000056836",12,4,14,6,12,4
"ENSMUSG00000101153",1,0,0,0,0,0
"ENSMUSG00000087914",0,0,4,0,0,0
"ENSMUSG00000100650",3,6,6,7,11,4
"ENSMUSG00000102004",0,1,0,0,2,0
"ENSMUSG00000100600",10,8,2,0,10,6
"ENSMUSG00000101643",2,6,0,0,0,0
"ENSMUSG00000039257",3,10,35,4,35,14
"ENSMUSG00000099768",0,0,0,0,0,2
"ENSMUSG00000108364",0,0,0,1,0,2
"ENSMUSG00000048312",0,0,0,4,0,0
"ENSMUSG00000100732",0,1,0,0,2,0
"ENSMUSG00000108661",0,0,2,0,0,2
"ENSMUSG00000108490",0,1,1,0,3,0
"ENSMUSG00000102113",0,0,1,0,0,0
"ENSMUSG00000101195",1,0,0,0,0,0
"ENSMUSG00000101650",0,4,16,10,2,0
"ENSMUSG00000108754",0,7,19,0,2,5
"ENSMUSG00000072259",3,13,8,8,1,8
"ENSMUSG00000078737",203,370,162,113,70,142
"ENSMUSG00000100376",98,99,57,59,45,87
"ENSMUSG00000099657",0,0,0,0,0,2
"ENSMUSG00000099979",4,2,2,8,4,0
"ENSMUSG00000101196",2,0,0,0,0,0
"ENSMUSG00000108779",0,0,0,0,1,0
"ENSMUSG00000092031",0,2,0,0,1,0
"ENSMUSG00000101449",0,0,0,2,0,0
"ENSMUSG00000082080",10,2,0,0,2,0
"ENSMUSG00000056383",1228,1033,802,945,639,510
"ENSMUSG00000091864",6,5,2,2,3,3
"ENSMUSG00000066537",14,4,7,1,15,2
"ENSMUSG00000092592",2,2,4,0,0,0
"ENSMUSG00000108312",0,2,2,0,0,0
"ENSMUSG00000074166",634,523,366,437,414,410
"ENSMUSG00000083500",7,3,1,4,8,5
"ENSMUSG00000090744",2834,1852,2535,2931,3541,2434
"ENSMUSG00000108482",2,4,5,12,6,3
"ENSMUSG00000091474",5999,5810,9881,10041,9944,7833
"ENSMUSG00000074165",1645,1180,826,967,1216,953
"ENSMUSG00000091401",2,0,2,0,2,0
"ENSMUSG00000074164",2,2,4,0,0,0
"ENSMUSG00000091004",4,0,0,4,0,0
"ENSMUSG00000092193",13,7,2,0,0,0
"ENSMUSG00000092451",1,0,0,0,0,2
"ENSMUSG00000090383",3,0,2,0,0,2
"ENSMUSG00000092032",0,2,1,2,1,0
"ENSMUSG00000092281",28,24,26,36,25,28
"ENSMUSG00000083623",95,72,82,57,77,46
"ENSMUSG00000048574",57,45,46,35,68,80
"ENSMUSG00000090619",1,0,1,0,1,1
"ENSMUSG00000092257",10,9,5,7,9,12
"ENSMUSG00000108562",0,0,0,0,0,2
"ENSMUSG00000090967",4,0,0,0,1,0
"ENSMUSG00000092370",0,0,0,0,1,0
"ENSMUSG00000030463",0,0,4,0,0,0
"ENSMUSG00000092301",9,2,0,2,2,0
"ENSMUSG00000092416",6975,5953,7831,8199,8171,6203
"ENSMUSG00000092505",26,6,13,5,11,23
"ENSMUSG00000108491",17,16,16,10,31,19
"ENSMUSG00000108446",706,832,632,575,376,295
"ENSMUSG00000094462",137,99,90,156,100,64
"ENSMUSG00000092335",3395,2565,2434,3026,2446,1785
"ENSMUSG00000076180",2,2,2,0,0,0
"ENSMUSG00000074158",3721,2598,1647,1788,1241,783
"ENSMUSG00000069727",5811,4560,2857,3318,1021,864
"ENSMUSG00000091594",4018,3232,2729,3370,3469,2644
"ENSMUSG00000092554",13,35,44,36,26,33
"ENSMUSG00000092238",13,8,3,10,4,6
"ENSMUSG00000091926",1,0,0,0,0,0
"ENSMUSG00000092225",6336,8265,4184,5512,4171,3289
"ENSMUSG00000092191",0,0,0,8,4,0
"ENSMUSG00000090751",6,4,19,10,0,12
"ENSMUSG00000044609",71,40,18,40,54,20
"ENSMUSG00000091528",0,0,1,2,0,2
"ENSMUSG00000107181",367,464,397,382,334,306
"ENSMUSG00000108492",27,80,41,22,33,36
"ENSMUSG00000071952",166,95,74,130,114,89
"ENSMUSG00000064194",10352,8193,10588,11535,10289,6961
"ENSMUSG00000077022",0,2,0,6,2,0
"ENSMUSG00000074887",2562,2263,2285,2865,3952,3023
"ENSMUSG00000012640",4661,3690,3721,3412,2870,1725
"ENSMUSG00000108300",2,6,1,6,1,0
"ENSMUSG00000039013",234,207,118,119,58,45
"ENSMUSG00000108775",1,0,0,0,0,0
"ENSMUSG00000030468",4,26,10,14,0,3
"ENSMUSG00000093639",5,0,6,5,6,2
"ENSMUSG00000004612",2,0,7,9,0,0
"ENSMUSG00000038973",17,7,5,4,0,1
"ENSMUSG00000004610",1949,1578,1428,1432,744,586
"ENSMUSG00000107482",1,0,0,0,0,0
"ENSMUSG00000108618",11,0,12,14,0,7
"ENSMUSG00000099210",1,4,1,2,0,2
"ENSMUSG00000070604",272,301,96,101,37,46
"ENSMUSG00000013367",6,4,16,2,18,16
"ENSMUSG00000013353",4,0,0,0,0,0
"ENSMUSG00000108438",6,0,0,2,6,2
"ENSMUSG00000108695",4,1,2,0,0,2
"ENSMUSG00000004609",2,1,0,0,2,1
"ENSMUSG00000056592",65,86,93,122,82,71
"ENSMUSG00000030469",1998,1682,2508,2366,3069,2116
"ENSMUSG00000055102",1900,1595,3357,3224,2235,1889
"ENSMUSG00000030472",2,2,0,5,15,7
"ENSMUSG00000030474",2,0,2,3,0,0
"ENSMUSG00000108783",1,0,0,3,1,0
"ENSMUSG00000038888",1451,708,752,780,997,830
"ENSMUSG00000044737",0,0,0,2,0,0
"ENSMUSG00000097178",1,4,1,4,2,8
"ENSMUSG00000054046",49,26,2,4,8,12
"ENSMUSG00000044430",2,0,0,2,0,0
"ENSMUSG00000067616",28,39,22,27,4,4
"ENSMUSG00000030693",8,18,115,82,5,8
"ENSMUSG00000047884",2,6,8,3,3,9
"ENSMUSG00000064023",142,92,467,317,262,236
"ENSMUSG00000030713",0,1,5,5,2,2
"ENSMUSG00000050063",1,0,0,0,0,0
"ENSMUSG00000074155",0,0,0,0,4,2
"ENSMUSG00000108781",2,0,7,2,0,0
"ENSMUSG00000108444",2,0,0,0,0,2
"ENSMUSG00000055193",0,0,0,0,1,0
"ENSMUSG00000063133",0,0,6,9,0,0
"ENSMUSG00000108746",2,4,6,5,2,0
"ENSMUSG00000059042",0,4,4,2,0,0
"ENSMUSG00000044485",0,0,2,6,0,0
"ENSMUSG00000108539",1,0,0,0,0,0
"ENSMUSG00000063177",0,0,6,0,0,2
"ENSMUSG00000066516",2,0,1,0,1,0
"ENSMUSG00000060177",2,0,5,2,0,0
"ENSMUSG00000108796",0,0,2,1,1,1
"ENSMUSG00000108774",2,0,5,0,0,0
"ENSMUSG00000063713",2,0,4,2,11,14
"ENSMUSG00000108727",0,0,2,1,3,0
"ENSMUSG00000066515",37,32,10,8,99,79
"ENSMUSG00000108459",0,0,0,1,4,0
"ENSMUSG00000066513",0,0,0,0,2,0
"ENSMUSG00000066512",2,0,0,0,0,0
"ENSMUSG00000062073",12,16,5,3,0,4
"ENSMUSG00000063903",411,216,167,153,41,18
"ENSMUSG00000038782",42,39,41,25,57,41
"ENSMUSG00000108622",11,10,1,9,11,15
"ENSMUSG00000088439",5,3,0,0,3,7
"ENSMUSG00000045411",4654,5170,6228,5808,6965,5401
"ENSMUSG00000101166",21,39,10,14,2,5
"ENSMUSG00000096296",27,52,83,73,94,77
"ENSMUSG00000012777",119,312,164,143,95,106
"ENSMUSG00000108705",32,10,27,21,12,18
"ENSMUSG00000108512",2,6,2,2,2,0
"ENSMUSG00000004473",166,88,250,174,200,151
"ENSMUSG00000038738",30,14,38,38,110,161
"ENSMUSG00000108719",0,0,0,1,0,0
"ENSMUSG00000008028",51,72,110,115,60,69
"ENSMUSG00000108509",0,1,4,4,2,3
"ENSMUSG00000030731",131,107,200,198,188,162
"ENSMUSG00000108372",2,14,22,31,30,32
"ENSMUSG00000047085",2,0,8,2,18,32
"ENSMUSG00000038704",10,16,13,29,24,5
"ENSMUSG00000038695",292,201,333,278,456,283
"ENSMUSG00000098661",2,3,3,3,2,2
"ENSMUSG00000108322",15,30,7,3,11,8
"ENSMUSG00000008140",6860,2748,2803,2175,2631,1905
"ENSMUSG00000051113",26,22,29,30,30,32
"ENSMUSG00000108607",0,6,0,4,4,0
"ENSMUSG00000038670",41,22,129,181,287,266
"ENSMUSG00000008193",14,3,31,9,35,26
"ENSMUSG00000038644",11692,9371,11740,9297,11518,9135
"ENSMUSG00000099330",6,9,8,4,7,12
"ENSMUSG00000109236",4,13,19,5,37,15
"ENSMUSG00000060601",5283,4242,4852,4265,4692,4352
"ENSMUSG00000002204",312,66,112,102,67,65
"ENSMUSG00000109491",4,1,3,0,2,1
"ENSMUSG00000062785",361,174,173,129,195,199
"ENSMUSG00000108832",6,10,21,27,32,34
"ENSMUSG00000030739",1565,899,372,408,576,641
"ENSMUSG00000109352",0,0,0,0,0,2
"ENSMUSG00000070574",0,0,0,0,0,1
"ENSMUSG00000066500",4,1,11,18,21,28
"ENSMUSG00000048012",3083,2433,4411,3854,4218,3597
"ENSMUSG00000002205",3533,2221,2293,2039,1973,1520
"ENSMUSG00000109227",0,1,0,0,0,0
"ENSMUSG00000038539",3196,1004,548,398,702,397
"ENSMUSG00000109511",16517,11734,12286,10730,12897,10010
"ENSMUSG00000074141",30,49,27,34,29,38
"ENSMUSG00000038520",4372,3576,2849,2378,2451,1998
"ENSMUSG00000011096",2673,1795,1517,1136,1406,1038
"ENSMUSG00000002963",3178,2365,2357,2109,1503,1225
"ENSMUSG00000038502",9827,5025,5856,4892,7230,5799
"ENSMUSG00000002968",11405,4886,6633,4414,7129,5654
"ENSMUSG00000109198",22,37,51,35,30,23
"ENSMUSG00000011658",659,556,565,410,410,355
"ENSMUSG00000060279",15614,8830,7527,5685,5719,4801
"ENSMUSG00000059891",190,104,26,23,13,5
"ENSMUSG00000007783",3954,3450,3875,2849,2170,1375
"ENSMUSG00000109111",39,12,45,33,31,26
"ENSMUSG00000109324",15323,10729,13673,12171,21482,17641
"ENSMUSG00000087138",570,408,496,460,724,544
"ENSMUSG00000003190",915,610,645,451,602,532
"ENSMUSG00000003184",2287,1961,2343,2018,1622,1203
"ENSMUSG00000038406",5844,3096,3924,2302,3881,3209
"ENSMUSG00000098839",3,1,7,8,8,11
"ENSMUSG00000038387",797,374,253,233,205,208
"ENSMUSG00000046574",3554,1424,2201,1043,1983,2556
"ENSMUSG00000007837",516,235,209,257,292,172
"ENSMUSG00000003421",5809,3386,4215,3774,4680,3798
"ENSMUSG00000019539",505,269,237,279,485,450
"ENSMUSG00000003420",564,504,223,265,28,38
"ENSMUSG00000065495",13,32,21,16,21,14
"ENSMUSG00000110279",202,393,402,383,372,286
"ENSMUSG00000003429",62176,45914,47490,47380,55461,42863
"ENSMUSG00000074129",13801,9352,9382,9306,11087,8163
"ENSMUSG00000065818",168,178,220,228,258,224
"ENSMUSG00000065878",573,713,605,647,1654,1487
"ENSMUSG00000065219",867,888,866,903,841,763
"ENSMUSG00000110206",38,54,13,35,47,59
"ENSMUSG00000007833",7302,7103,5495,4809,3346,2795
"ENSMUSG00000003423",4011,2706,3118,2848,2809,1976
"ENSMUSG00000070570",36,64,90,100,296,196
"ENSMUSG00000095276",0,8,2,2,0,1
"ENSMUSG00000038292",91,112,200,122,151,146
"ENSMUSG00000030792",51,72,78,86,14,18
"ENSMUSG00000030796",10812,7706,6825,6468,10794,8613
"ENSMUSG00000030798",164,459,665,608,36,27
"ENSMUSG00000094152",96,219,169,153,68,23
"ENSMUSG00000088281",2,0,0,0,0,0
"ENSMUSG00000070568",2,10,20,6,4,4
"ENSMUSG00000038260",2585,2412,1038,863,818,857
"ENSMUSG00000046721",5533,3491,2981,2953,3131,2427
"ENSMUSG00000038239",77,48,30,42,31,27
"ENSMUSG00000003863",916,598,510,443,424,411
"ENSMUSG00000091510",37,4,6,22,11,19
"ENSMUSG00000003872",79,65,46,58,36,54
"ENSMUSG00000110070",8,19,14,8,5,12
"ENSMUSG00000063511",15881,18208,18631,16714,18535,13823
"ENSMUSG00000084519",16,41,42,33,32,35
"ENSMUSG00000038201",18,40,31,24,28,14
"ENSMUSG00000074121",322,211,129,165,74,74
"ENSMUSG00000118462",26,34,50,20,29,59
"ENSMUSG00000003868",16535,12545,17403,16126,19840,15921
"ENSMUSG00000003865",5133,3673,2013,1833,1241,1346
"ENSMUSG00000050708",30137,16578,12367,9891,14735,13604
"ENSMUSG00000110350",57,83,50,56,48,46
"ENSMUSG00000003873",11561,8319,9968,9345,10998,7725
"ENSMUSG00000011382",976,502,595,706,2009,1506
"ENSMUSG00000023467",1015,552,260,247,127,122
"ENSMUSG00000030824",10412,6107,5646,4446,2881,2330
"ENSMUSG00000110387",1,0,0,0,0,0
"ENSMUSG00000040435",4225,2770,1929,1840,1310,1168
"ENSMUSG00000040428",640,347,459,423,503,512
"ENSMUSG00000110144",41,28,90,98,76,70
"ENSMUSG00000030825",2502,924,1171,1191,882,1080
"ENSMUSG00000109644",76,63,177,147,177,176
"ENSMUSG00000030826",6612,3588,5969,6514,6587,4959
"ENSMUSG00000109632",0,11,5,0,0,4
"ENSMUSG00000030827",0,0,2,0,0,14
"ENSMUSG00000008461",20,8,0,0,65,95
"ENSMUSG00000064158",7,5,11,4,7,23
"ENSMUSG00000044562",163,111,95,81,235,211
"ENSMUSG00000109998",0,0,10,0,9,12
"ENSMUSG00000110357",21,19,16,17,33,30
"ENSMUSG00000042918",43,54,36,20,33,32
"ENSMUSG00000055978",96,42,14,6,33,40
"ENSMUSG00000040364",57,90,126,52,56,47
"ENSMUSG00000070564",6,9,31,19,13,12
"ENSMUSG00000003273",85,41,37,25,87,87
"ENSMUSG00000059824",769,468,256,253,391,294
"ENSMUSG00000057342",2769,1880,2127,1487,2147,1481
"ENSMUSG00000059070",110583,66053,59355,56720,57981,44523
"ENSMUSG00000054161",60,307,116,125,154,108
"ENSMUSG00000070563",5,30,6,8,19,8
"ENSMUSG00000003271",352,221,69,55,62,49
"ENSMUSG00000109602",7,3,0,0,0,0
"ENSMUSG00000062044",625,275,317,284,276,309
"ENSMUSG00000003269",6735,4848,5484,5241,6040,4801
"ENSMUSG00000110197",2,4,2,3,0,1
"ENSMUSG00000058743",55,52,15,23,29,26
"ENSMUSG00000053801",7972,5414,11434,9166,14430,9578
"ENSMUSG00000110020",7,4,9,8,11,7
"ENSMUSG00000002771",23,37,24,2,28,33
"ENSMUSG00000002778",6315,3181,2570,2289,1565,1209
"ENSMUSG00000088555",6,0,2,5,1,5
"ENSMUSG00000040231",26,20,33,22,16,11
"ENSMUSG00000002781",1632,1225,974,891,812,677
"ENSMUSG00000040212",130,66,93,83,111,94
"ENSMUSG00000110208",3,7,1,1,1,2
"ENSMUSG00000040189",708,671,367,423,1054,1134
"ENSMUSG00000109673",1,0,3,6,4,7
"ENSMUSG00000030834",10,38,41,42,113,68
"ENSMUSG00000109702",8,11,23,20,41,26
"ENSMUSG00000030835",11500,7457,9485,6306,9083,7459
"ENSMUSG00000109882",0,0,2,0,0,2
"ENSMUSG00000096146",10,2,2,0,16,2
"ENSMUSG00000040136",0,8,4,2,29,25
"ENSMUSG00000110146",0,0,0,0,2,0
"ENSMUSG00000030838",1,6,3,0,4,2
"ENSMUSG00000110060",2,2,0,0,0,0
"ENSMUSG00000009487",6,18,19,8,13,5
"ENSMUSG00000109962",0,0,0,0,0,1
"ENSMUSG00000009471",0,0,0,0,10,8
"ENSMUSG00000058975",4,4,0,0,0,0
"ENSMUSG00000030839",553,391,293,283,322,275
"ENSMUSG00000094229",4,2,6,2,0,4
"ENSMUSG00000110316",0,0,3,0,0,6
"ENSMUSG00000087492",2,3,0,4,0,5
"ENSMUSG00000110272",0,2,0,0,0,0
"ENSMUSG00000040046",2,0,2,6,0,5
"ENSMUSG00000110010",43,56,36,14,24,22
"ENSMUSG00000006763",2912,2081,1845,2077,2314,2032
"ENSMUSG00000040026",0,2,1,3,2,11
"ENSMUSG00000074115",0,0,1,2,0,2
"ENSMUSG00000057465",8,0,0,2,0,0
"ENSMUSG00000014418",2928,2511,1631,1697,1804,1450
"ENSMUSG00000110087",9,41,17,13,12,16
"ENSMUSG00000006599",16474,12233,8500,8813,15439,12448
"ENSMUSG00000087298",19,22,24,9,33,49
"ENSMUSG00000109663",6,0,2,0,2,2
"ENSMUSG00000063229",54142,36738,13256,18329,82884,72899
"ENSMUSG00000030851",320,208,196,182,191,160
"ENSMUSG00000014402",3866,2673,3396,3576,4229,3186
"ENSMUSG00000110213",7,5,13,8,14,10
"ENSMUSG00000043262",627,968,414,460,485,566
"ENSMUSG00000109231",25,77,64,31,43,36
"ENSMUSG00000110416",0,0,0,1,1,1
"ENSMUSG00000110001",0,0,2,0,10,1
"ENSMUSG00000056509",0,0,2,0,52,28
"ENSMUSG00000049516",1832,1293,1259,1177,4074,3078
"ENSMUSG00000109118",6,2,5,1,17,11
"ENSMUSG00000010307",96,52,22,19,26,27
"ENSMUSG00000111473",0,2,0,0,0,0
"ENSMUSG00000030854",4,10,12,8,42,29
"ENSMUSG00000109501",0,0,0,2,4,0
"ENSMUSG00000109200",0,0,2,0,0,0
"ENSMUSG00000070551",0,0,0,0,0,2
"ENSMUSG00000101543",0,0,0,7,14,14
"ENSMUSG00000050870",0,0,2,0,2,0
"ENSMUSG00000074109",2,18,46,4,12,8
"ENSMUSG00000070546",2,0,0,0,0,0
"ENSMUSG00000030471",3797,2663,2284,2338,2582,1801
"ENSMUSG00000109317",54,101,77,70,47,68
"ENSMUSG00000030470",0,2,4,0,1,0
"ENSMUSG00000046179",1291,975,3359,2640,4052,3128
"ENSMUSG00000085995",6,9,28,56,15,29
"ENSMUSG00000110093",0,0,0,4,0,1
"ENSMUSG00000052512",715,344,1850,1536,7604,9031
"ENSMUSG00000109068",0,0,0,0,0,3
"ENSMUSG00000108950",2,0,0,0,0,0
"ENSMUSG00000103834",0,0,0,0,2,0
"ENSMUSG00000109051",22,12,47,44,308,282
"ENSMUSG00000102148",7,2,22,16,22,61
"ENSMUSG00000030507",0,0,0,0,8,4
"ENSMUSG00000039745",129,113,246,313,627,444
"ENSMUSG00000030505",6151,4697,7484,7336,10932,8278
"ENSMUSG00000109154",65,205,97,121,98,245
"ENSMUSG00000039728",8,14,95,168,121,236
"ENSMUSG00000055409",18,14,101,157,127,125
"ENSMUSG00000085265",0,0,0,4,0,0
"ENSMUSG00000084234",2,0,0,2,2,0
"ENSMUSG00000109202",73,94,326,46,104,8
"ENSMUSG00000108963",236,163,573,68,170,54
"ENSMUSG00000109443",1,0,0,0,0,0
"ENSMUSG00000109059",7,10,9,13,9,4
"ENSMUSG00000055489",2,6,4,0,0,0
"ENSMUSG00000030500",0,0,0,1,259,205
"ENSMUSG00000109437",0,0,0,0,0,2
"ENSMUSG00000109331",0,0,0,2,0,0
"ENSMUSG00000078636",7,0,2,0,2,2
"ENSMUSG00000102124",0,2,0,0,0,0
"ENSMUSG00000108842",6,8,4,5,0,14
"ENSMUSG00000108957",40,46,36,66,32,48
"ENSMUSG00000092118",430,306,267,360,250,198
"ENSMUSG00000030498",242,243,109,221,304,278
"ENSMUSG00000074093",690,595,541,716,606,671
"ENSMUSG00000074092",2,0,0,2,0,0
"ENSMUSG00000109312",2,0,0,0,0,0
"ENSMUSG00000099647",3,2,3,2,2,6
"ENSMUSG00000109050",0,0,0,0,2,2
"ENSMUSG00000063297",0,0,5,3,10,2
"ENSMUSG00000108474",0,0,0,0,2,0
"ENSMUSG00000108756",2,0,0,0,0,0
"ENSMUSG00000108326",1,0,0,0,0,0
"ENSMUSG00000108325",0,0,0,2,0,0
"ENSMUSG00000108744",1,0,1,0,2,2
"ENSMUSG00000051504",68,59,0,4,0,0
"ENSMUSG00000033790",4554,4176,4393,4632,3460,2536
"ENSMUSG00000030447",32067,24469,18925,17151,12061,9531
"ENSMUSG00000092526",21,25,19,31,20,15
"ENSMUSG00000108701",89,128,82,70,83,55
"ENSMUSG00000030452",3045,2034,2277,2445,2437,1742
"ENSMUSG00000087178",99,102,111,141,67,49
"ENSMUSG00000108358",137,122,130,127,40,14
"ENSMUSG00000047037",963,567,748,776,204,160
"ENSMUSG00000108640",1,3,12,0,5,4
"ENSMUSG00000108443",64,125,143,144,41,39
"ENSMUSG00000108659",37,11,66,38,86,49
"ENSMUSG00000030451",16807,24017,25184,23307,16839,15849
"ENSMUSG00000108347",22,63,36,22,19,36
"ENSMUSG00000030450",0,4,4,6,77,81
"ENSMUSG00000055026",0,0,10,2,24,31
"ENSMUSG00000108647",2,0,0,0,0,0
"ENSMUSG00000108377",2,0,0,0,2,0
"ENSMUSG00000055048",0,0,0,0,2,0
"ENSMUSG00000055078",6,2,8,2,64,36
"ENSMUSG00000033676",401,350,377,437,1750,1343
"ENSMUSG00000099203",2,0,2,0,0,1
"ENSMUSG00000109439",0,0,0,1,0,2
"ENSMUSG00000108597",0,20,6,0,8,11
"ENSMUSG00000109086",48,18,14,7,22,12
"ENSMUSG00000025324",359,300,398,387,1958,1630
"ENSMUSG00000109393",0,0,0,0,2,2
"ENSMUSG00000109434",0,0,0,0,3,18
"ENSMUSG00000086926",8,2,4,6,3,5
"ENSMUSG00000108909",0,0,1,0,0,0
"ENSMUSG00000109221",0,0,0,0,0,1
"ENSMUSG00000108902",0,0,1,1,0,0
"ENSMUSG00000109536",580,1164,625,771,754,898
"ENSMUSG00000025326",8507,6072,5506,6308,9220,7611
"ENSMUSG00000109362",3,5,1,3,4,8
"ENSMUSG00000108943",0,1,0,4,0,2
"ENSMUSG00000108880",9,8,10,9,2,4
"ENSMUSG00000108886",12,12,0,2,4,6
"ENSMUSG00000100826",567,537,950,1356,2601,1826
"ENSMUSG00000109157",36,97,27,38,46,74
"ENSMUSG00000109122",2,6,0,4,0,2
"ENSMUSG00000077615",0,0,0,2,0,0
"ENSMUSG00000077681",0,0,0,0,2,0
"ENSMUSG00000094883",0,0,0,0,1,0
"ENSMUSG00000094565",0,0,0,0,0,2
"ENSMUSG00000109575",0,2,0,2,2,0
"ENSMUSG00000093929",0,0,0,0,1,0
"ENSMUSG00000096070",0,0,0,0,2,0
"ENSMUSG00000094274",0,1,0,0,0,0
"ENSMUSG00000000948",658,881,2292,2454,5727,4370
"ENSMUSG00000102252",1953,1291,4747,4642,11077,8463
"ENSMUSG00000108937",4,0,0,2,0,0
"ENSMUSG00000047370",194,132,92,102,84,34
"ENSMUSG00000109222",14,4,2,6,4,6
"ENSMUSG00000092847",0,0,2,0,0,0
"ENSMUSG00000109394",3,0,2,0,0,2
"ENSMUSG00000077107",0,0,0,0,0,1
"ENSMUSG00000109321",0,0,0,0,0,2
"ENSMUSG00000109178",0,0,2,0,2,0
"ENSMUSG00000093187",0,0,0,0,0,2
"ENSMUSG00000045813",0,3,9,4,3,5
"ENSMUSG00000033585",432,360,506,480,314,264
"ENSMUSG00000056972",14,16,38,40,172,126
"ENSMUSG00000070527",886,429,423,397,498,394
"ENSMUSG00000070526",360,250,206,246,70,56
"ENSMUSG00000072460",0,0,2,4,0,0
"ENSMUSG00000030525",528,437,308,338,430,474
"ENSMUSG00000109057",15,21,20,16,32,36
"ENSMUSG00000033510",31,18,28,16,21,10
"ENSMUSG00000081788",60,66,56,76,56,38
"ENSMUSG00000093751",6,2,4,2,2,4
"ENSMUSG00000108700",5,0,2,0,0,2
"ENSMUSG00000052040",12081,5987,5466,3762,5780,4775
"ENSMUSG00000098708",17,33,12,27,51,45
"ENSMUSG00000095061",36,35,53,19,31,92
"ENSMUSG00000108418",6,0,18,8,28,22
"ENSMUSG00000108313",0,0,1,1,2,1
"ENSMUSG00000108393",0,1,0,0,0,0
"ENSMUSG00000108620",23,7,6,3,1,2
"ENSMUSG00000030523",38026,17761,408,233,0,20
"ENSMUSG00000108645",173,138,1,6,0,0
"ENSMUSG00000065585",3,16,0,0,0,0
"ENSMUSG00000108770",20,17,0,0,0,0
"ENSMUSG00000098910",0,1,0,0,0,0
"ENSMUSG00000108422",5,2,4,4,2,4
"ENSMUSG00000108472",6,18,9,8,6,12
"ENSMUSG00000030522",2177,1679,1195,1271,809,736
"ENSMUSG00000092187",93,57,35,33,27,24
"ENSMUSG00000033458",1269,1197,1048,854,638,508
"ENSMUSG00000030521",11563,9174,9435,9630,11718,8407
"ENSMUSG00000033429",2021,1324,911,830,629,508
"ENSMUSG00000030519",114,126,143,94,146,91
"ENSMUSG00000030518",335,170,57,38,33,39
"ENSMUSG00000070520",5178,3090,2918,2768,2992,2350
"ENSMUSG00000108745",2,0,0,0,0,0
"ENSMUSG00000030516",9017,9375,10684,10256,12467,11364
"ENSMUSG00000108338",3,2,1,0,5,3
"ENSMUSG00000108533",0,2,0,0,0,0
"ENSMUSG00000086232",2,0,6,2,2,2
"ENSMUSG00000086662",0,0,2,0,0,0
"ENSMUSG00000030515",633,474,764,701,608,625
"ENSMUSG00000078681",2508,1494,1945,1621,964,780
"ENSMUSG00000068480",4,0,1,0,0,0
"ENSMUSG00000100094",2,0,0,0,0,0
"ENSMUSG00000093405",44,31,33,31,11,2
"ENSMUSG00000030513",10079,9138,5893,4936,882,907
"ENSMUSG00000030512",6087,5182,7123,7715,9033,6960
"ENSMUSG00000108777",0,16,5,11,4,8
"ENSMUSG00000075701",2524,1622,1782,1735,1500,1035
"ENSMUSG00000032640",3712,2499,2329,2561,1755,1438
"ENSMUSG00000065800",0,0,1,0,0,2
"ENSMUSG00000108699",10,19,10,17,0,12
"ENSMUSG00000108686",2,0,0,0,1,0
"ENSMUSG00000015133",253,179,108,87,130,68
"ENSMUSG00000109119",4,7,4,0,0,2
"ENSMUSG00000015134",1187,445,37,68,26,3
"ENSMUSG00000109114",0,2,0,0,0,2
"ENSMUSG00000030509",4127,2666,2473,2191,1673,1163
"ENSMUSG00000053091",1015,823,814,893,848,650
"ENSMUSG00000108846",0,0,0,0,3,1
"ENSMUSG00000030510",48,5,8,2,4,23
"ENSMUSG00000058145",40,59,38,43,28,32
"ENSMUSG00000109079",0,0,0,0,4,0
"ENSMUSG00000108873",5,2,2,0,0,2
"ENSMUSG00000108833",2,2,2,0,2,4
"ENSMUSG00000097527",6,6,14,24,9,7
"ENSMUSG00000043831",1191,831,474,573,190,153
"ENSMUSG00000030557",1132,1148,936,948,715,713
"ENSMUSG00000109539",45,52,23,44,12,39
"ENSMUSG00000109363",9,34,14,16,6,6
"ENSMUSG00000030556",3819,2301,2599,2096,1465,933
"ENSMUSG00000087926",4,0,0,1,0,0
"ENSMUSG00000109342",28,30,19,9,5,12
"ENSMUSG00000109558",0,1,2,2,0,5
"ENSMUSG00000030555",1289,700,575,636,541,574
"ENSMUSG00000109115",675,314,253,188,401,257
"ENSMUSG00000030554",318,255,268,206,519,324
"ENSMUSG00000108871",0,0,0,0,4,2
"ENSMUSG00000080609",0,0,1,0,0,0
"ENSMUSG00000097981",4,4,2,0,2,2
"ENSMUSG00000097697",0,0,0,0,5,0
"ENSMUSG00000109193",2,0,0,0,2,2
"ENSMUSG00000005533",2016,1382,1765,1387,2666,3228
"ENSMUSG00000030553",28,39,112,76,145,120
