"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000038712",7932,5924,5321,6397,3946,4254
"ENSMUSG00000015702",55,67,42,38,27,17
"ENSMUSG00000093424",18,21,11,11,7,13
"ENSMUSG00000015714",7134,5822,5130,4703,4147,3537
"ENSMUSG00000015697",20105,20204,18906,17187,15415,11893
"ENSMUSG00000105860",4,13,8,3,8,10
"ENSMUSG00000103900",26,18,16,20,13,20
"ENSMUSG00000105734",34,52,127,76,94,47
"ENSMUSG00000096177",36,46,50,51,35,22
"ENSMUSG00000104646",8,20,31,15,41,14
"ENSMUSG00000097532",563,677,571,552,421,311
"ENSMUSG00000015522",10760,8377,7418,6915,4817,4689
"ENSMUSG00000105395",15,28,23,10,7,9
"ENSMUSG00000028111",14,44,29,26,17,36
"ENSMUSG00000038642",0,2,0,0,0,0
"ENSMUSG00000083822",7,10,18,11,15,2
"ENSMUSG00000028109",1568,1986,2069,2019,4517,3441
"ENSMUSG00000046519",2769,1892,1955,2060,1246,902
"ENSMUSG00000105460",11,20,32,22,37,28
"ENSMUSG00000060438",2099,459,327,437,440,293
"ENSMUSG00000038619",8594,6790,7652,7434,6620,4811
"ENSMUSG00000106383",48,78,81,96,33,59
"ENSMUSG00000038612",33264,27197,25758,26101,31176,25818
"ENSMUSG00000015850",376,274,131,127,96,96
"ENSMUSG00000028108",94,133,125,86,82,61
"ENSMUSG00000028107",7208,6202,6658,6406,6964,5660
"ENSMUSG00000028106",7073,5310,4457,4127,5206,5544
"ENSMUSG00000104967",0,5,1,5,7,8
"ENSMUSG00000089493",0,1,5,7,0,0
"ENSMUSG00000105093",16,35,28,21,23,44
"ENSMUSG00000015748",6665,5555,6677,6633,6991,5107
"ENSMUSG00000097189",16,16,10,16,10,15
"ENSMUSG00000054312",2150,1273,1352,1368,1284,1119
"ENSMUSG00000080727",31,8,47,44,30,17
"ENSMUSG00000038550",1022,872,284,367,460,569
"ENSMUSG00000038543",110,148,205,327,76,91
"ENSMUSG00000015750",1872,1140,1336,1289,1170,835
"ENSMUSG00000038526",37,143,110,143,561,629
"ENSMUSG00000015749",11378,8019,10552,10972,15394,9611
"ENSMUSG00000106262",42,106,141,142,150,199
"ENSMUSG00000106640",0,0,2,0,0,0
"ENSMUSG00000015745",142,105,113,118,150,148
"ENSMUSG00000015747",1373,1102,1082,1073,781,527
"ENSMUSG00000105995",5,5,4,7,5,11
"ENSMUSG00000038495",4864,3713,3397,3493,2913,2340
"ENSMUSG00000045934",198,171,198,241,144,149
"ENSMUSG00000097204",73,52,83,92,77,82
"ENSMUSG00000068856",3792,2190,4947,4121,4584,3928
"ENSMUSG00000084686",12,6,27,21,19,33
"ENSMUSG00000038486",82,49,144,126,979,832
"ENSMUSG00000015943",1159,600,1010,943,1555,1410
"ENSMUSG00000063689",321,186,260,275,286,285
"ENSMUSG00000068855",2758,950,1362,1359,1626,1605
"ENSMUSG00000068854",115,52,126,109,180,166
"ENSMUSG00000081058",66,24,104,103,170,104
"ENSMUSG00000093577",62,44,138,118,186,148
"ENSMUSG00000093553",80,36,90,62,117,116
"ENSMUSG00000093507",16,6,25,14,27,9
"ENSMUSG00000091405",10730,5045,4865,4505,6052,5104
"ENSMUSG00000103940",42,37,34,47,77,70
"ENSMUSG00000093656",68,35,87,99,205,160
"ENSMUSG00000050936",21,5,8,2,12,12
"ENSMUSG00000015947",6,4,0,0,6,0
"ENSMUSG00000095701",174,169,278,298,428,330
"ENSMUSG00000097851",0,0,11,21,2,0
"ENSMUSG00000097807",0,0,1,3,0,0
"ENSMUSG00000095580",2,1,2,5,0,0
"ENSMUSG00000093834",1,1,4,1,0,4
"ENSMUSG00000097539",0,0,0,1,1,0
"ENSMUSG00000097299",88,143,118,70,132,92
"ENSMUSG00000097041",9,2,10,14,16,16
"ENSMUSG00000095836",19,26,225,163,116,98
"ENSMUSG00000095513",56,44,72,48,22,34
"ENSMUSG00000046317",4,6,0,3,6,0
"ENSMUSG00000096838",0,0,0,0,2,2
"ENSMUSG00000104642",12,10,20,12,10,12
"ENSMUSG00000106429",0,0,0,0,3,0
"ENSMUSG00000106641",16,42,18,10,20,22
"ENSMUSG00000098392",0,0,2,3,0,1
"ENSMUSG00000095260",2,1,2,1,1,1
"ENSMUSG00000094812",0,0,0,0,0,2
"ENSMUSG00000038403",22,18,36,40,90,53
"ENSMUSG00000074398",26,30,38,42,20,26
"ENSMUSG00000038393",16289,10607,12090,12219,6300,5756
"ENSMUSG00000087610",10,13,22,14,0,11
"ENSMUSG00000028104",464,216,197,125,82,67
"ENSMUSG00000049097",28,10,30,19,300,298
"ENSMUSG00000049288",1633,880,923,925,247,219
"ENSMUSG00000045327",42,62,49,62,63,86
"ENSMUSG00000038374",14708,9937,14145,12554,13884,10551
"ENSMUSG00000028102",1536,1022,1016,1134,797,688
"ENSMUSG00000106447",0,2,0,0,4,2
"ENSMUSG00000090210",77,96,60,36,77,86
"ENSMUSG00000105144",5,12,0,0,0,0
"ENSMUSG00000038354",2672,1608,472,502,228,156
"ENSMUSG00000028101",3423,2369,1523,1517,1444,1127
"ENSMUSG00000028100",695,515,310,293,185,195
"ENSMUSG00000028099",5825,4257,3601,3109,3899,2710
"ENSMUSG00000065669",25,14,32,26,15,12
"ENSMUSG00000104795",58,68,41,39,58,27
"ENSMUSG00000028098",7334,4642,2950,3166,3473,2926
"ENSMUSG00000105976",30,25,20,27,18,32
"ENSMUSG00000038304",48,103,60,70,33,21
"ENSMUSG00000038298",95,61,8,9,412,220
"ENSMUSG00000087223",1,2,0,0,7,6
"ENSMUSG00000028096",2355,1743,1559,1606,2027,1573
"ENSMUSG00000057123",5,3,13,10,6,15
"ENSMUSG00000049908",6,14,12,10,15,15
"ENSMUSG00000104766",0,2,0,0,2,2
"ENSMUSG00000106324",2,9,10,7,0,0
"ENSMUSG00000088511",0,0,1,0,0,0
"ENSMUSG00000028093",11329,10156,12838,12793,6059,6349
"ENSMUSG00000038256",1970,1002,708,686,1042,1551
"ENSMUSG00000106536",12,12,41,36,78,102
"ENSMUSG00000104745",4,4,1,6,5,2
"ENSMUSG00000028089",4270,3725,3499,3322,3515,2831
"ENSMUSG00000105004",14,4,10,10,8,8
"ENSMUSG00000028088",66,14,30,24,18,12
"ENSMUSG00000038205",2006,1696,1426,1300,1257,1015
"ENSMUSG00000090441",0,2,0,0,0,0
"ENSMUSG00000038170",4466,3391,1775,1888,1994,1691
"ENSMUSG00000105245",4,9,0,6,11,2
"ENSMUSG00000086557",0,0,0,0,4,0
"ENSMUSG00000027879",4755,3399,4049,3253,2856,2221
"ENSMUSG00000074388",6,2,2,0,0,0
"ENSMUSG00000027878",4561,3871,3342,2318,6467,5743
"ENSMUSG00000105728",26,36,39,26,46,94
"ENSMUSG00000106427",8,38,16,26,31,36
"ENSMUSG00000043468",0,4,4,0,6,0
"ENSMUSG00000027876",15,0,2,0,2,4
"ENSMUSG00000027875",8,4,0,2,0,0
"ENSMUSG00000053398",9957,4264,3494,3001,4872,4146
"ENSMUSG00000050064",147,113,51,40,96,55
"ENSMUSG00000105641",3,5,15,3,8,15
"ENSMUSG00000038092",0,0,2,2,0,0
"ENSMUSG00000063730",1,3,4,0,2,4
"ENSMUSG00000062410",4,4,0,0,0,0
"ENSMUSG00000027869",1,0,0,0,0,0
"ENSMUSG00000082185",2,0,2,2,2,0
"ENSMUSG00000027871",0,0,0,2,0,0
"ENSMUSG00000004233",1134,821,481,520,634,453
"ENSMUSG00000105472",35,91,52,40,60,76
"ENSMUSG00000105798",4,6,0,0,0,1
"ENSMUSG00000098918",0,1,0,0,2,0
"ENSMUSG00000106197",28,37,14,16,20,19
"ENSMUSG00000027868",242,120,54,17,87,103
"ENSMUSG00000105689",0,2,0,2,0,0
"ENSMUSG00000080832",20,2,14,12,10,10
"ENSMUSG00000083938",1,0,0,0,0,0
"ENSMUSG00000027867",7,1,4,2,7,8
"ENSMUSG00000033285",10306,8200,10545,10575,17117,12111
"ENSMUSG00000027865",1710,1173,1082,1111,865,737
"ENSMUSG00000081440",4,0,3,0,1,0
"ENSMUSG00000044468",208,166,262,242,228,201
"ENSMUSG00000053957",0,2,7,2,2,5
"ENSMUSG00000104943",22,42,46,17,8,8
"ENSMUSG00000008763",7954,6319,6634,6319,5786,4455
"ENSMUSG00000105824",33,90,68,76,36,86
"ENSMUSG00000105137",36,64,18,40,18,31
"ENSMUSG00000105561",49,205,73,76,50,74
"ENSMUSG00000106184",9,38,40,47,21,47
"ENSMUSG00000083842",5,14,6,8,5,4
"ENSMUSG00000106227",0,2,0,0,10,9
"ENSMUSG00000051076",0,0,5,0,10,6
"ENSMUSG00000033233",694,589,359,402,328,283
"ENSMUSG00000033222",9668,10290,10560,10226,10920,8361
"ENSMUSG00000082000",11,4,19,8,3,8
"ENSMUSG00000086564",16,14,6,5,0,0
"ENSMUSG00000027864",23088,19132,10437,9651,4242,4225
"ENSMUSG00000105717",56,74,29,45,27,51
"ENSMUSG00000082415",0,2,12,11,11,3
"ENSMUSG00000083546",2,5,4,1,2,0
"ENSMUSG00000081569",126,93,68,57,2,4
"ENSMUSG00000027863",388,339,127,142,16,12
"ENSMUSG00000072381",0,0,6,0,4,2
"ENSMUSG00000106316",0,2,0,0,1,2
"ENSMUSG00000042035",7491,6583,2451,2602,1329,1641
"ENSMUSG00000104639",8,9,26,19,16,27
"ENSMUSG00000105611",6,10,14,0,5,9
"ENSMUSG00000106137",4,3,2,6,0,5
"ENSMUSG00000033161",52842,39160,40846,40356,36805,30184
"ENSMUSG00000104737",23,52,53,66,115,63
"ENSMUSG00000104693",34,72,119,81,104,144
"ENSMUSG00000105642",0,2,0,0,0,0
"ENSMUSG00000044313",620,396,328,378,291,338
"ENSMUSG00000033147",14,20,10,7,4,13
"ENSMUSG00000048540",2,0,0,2,2,2
"ENSMUSG00000104930",0,0,8,0,1,2
"ENSMUSG00000105346",0,0,10,7,10,0
"ENSMUSG00000027861",42,123,1165,1259,50,22
"ENSMUSG00000105342",2,0,4,8,0,0
"ENSMUSG00000106296",2,16,76,78,0,4
"ENSMUSG00000027860",5888,6237,6942,7726,1008,1193
"ENSMUSG00000089916",5,0,6,7,0,0
"ENSMUSG00000105151",4,0,1,1,0,3
"ENSMUSG00000105891",2,6,0,6,0,0
"ENSMUSG00000027859",9,7,7,1,15,3
"ENSMUSG00000106121",0,0,4,2,2,2
"ENSMUSG00000105570",0,10,18,16,0,5
"ENSMUSG00000086745",6,13,44,29,9,17
"ENSMUSG00000027858",336,572,935,680,483,353
"ENSMUSG00000027857",3,16,15,21,2,5
"ENSMUSG00000105855",0,2,2,0,0,0
"ENSMUSG00000027855",177,221,239,214,620,429
"ENSMUSG00000105672",0,0,0,2,0,0
"ENSMUSG00000106545",0,2,2,0,0,0
"ENSMUSG00000048938",0,0,0,0,1,0
"ENSMUSG00000027854",4118,3253,2886,2976,1539,1213
"ENSMUSG00000068823",66673,52499,54351,54535,62424,45069
"ENSMUSG00000027852",14884,9801,10816,10885,15149,11197
"ENSMUSG00000104671",24,111,28,26,23,22
"ENSMUSG00000070385",47,67,24,26,14,0
"ENSMUSG00000089075",0,2,0,1,0,0
"ENSMUSG00000105731",0,0,5,0,2,1
"ENSMUSG00000007379",18048,17400,13336,12119,5352,4252
"ENSMUSG00000005687",16545,10713,9160,8657,8263,6146
"ENSMUSG00000098153",2,20,6,8,3,6
"ENSMUSG00000054379",18,27,83,75,50,33
"ENSMUSG00000033014",13457,10727,10245,10706,23065,17228
"ENSMUSG00000104925",9,66,47,24,76,48
"ENSMUSG00000065789",0,2,8,3,2,2
"ENSMUSG00000065029",0,2,0,0,0,0
"ENSMUSG00000027849",2,4,10,15,6,0
"ENSMUSG00000087119",0,0,6,1,5,1
"ENSMUSG00000027848",30,120,157,163,35,34
"ENSMUSG00000078620",8,5,10,6,4,4
"ENSMUSG00000008730",6979,6109,6753,7096,6402,7589
"ENSMUSG00000105229",17,16,16,31,10,25
"ENSMUSG00000085754",3,2,15,6,2,19
"ENSMUSG00000104874",5,17,7,7,8,10
"ENSMUSG00000027845",1184,989,1106,1036,883,793
"ENSMUSG00000032952",295,252,292,274,158,105
"ENSMUSG00000105053",1,2,0,0,3,2
"ENSMUSG00000044165",3,14,82,117,32,27
"ENSMUSG00000027843",2,16,79,121,36,15
"ENSMUSG00000084760",0,0,0,2,0,0
"ENSMUSG00000105986",0,0,4,0,0,0
"ENSMUSG00000083630",2,0,0,0,0,0
"ENSMUSG00000044098",2840,2318,2003,2219,2073,1927
"ENSMUSG00000089998",55,135,111,136,149,172
"ENSMUSG00000058388",1934,2330,2587,2573,3506,2561
"ENSMUSG00000052539",4433,4970,3009,2747,1415,1233
"ENSMUSG00000104721",13,7,10,1,0,7
"ENSMUSG00000106371",2,14,2,4,4,6
"ENSMUSG00000088016",3,0,0,6,0,4
"ENSMUSG00000105148",4,4,2,2,0,8
"ENSMUSG00000105083",4,6,0,4,10,3
"ENSMUSG00000105793",8,14,2,8,3,9
"ENSMUSG00000106443",16,104,25,24,8,17
"ENSMUSG00000104583",10,28,16,14,6,12
"ENSMUSG00000105846",3,16,2,3,8,7
"ENSMUSG00000106063",10,14,2,0,4,2
"ENSMUSG00000106432",30,82,19,22,16,15
"ENSMUSG00000105933",19,57,19,26,18,9
"ENSMUSG00000105818",45,129,54,52,25,56
"ENSMUSG00000088479",7,10,1,5,2,5
"ENSMUSG00000032913",5862,4389,3303,3450,1768,1636
"ENSMUSG00000104768",0,2,0,0,0,0
"ENSMUSG00000105304",30,63,48,47,21,33
"ENSMUSG00000104973",13,28,34,36,20,18
"ENSMUSG00000105659",17,20,18,19,15,13
"ENSMUSG00000106565",7,5,2,8,24,16
"ENSMUSG00000032902",15961,11396,11189,12069,18151,16299
"ENSMUSG00000105199",35,150,78,92,105,180
"ENSMUSG00000106287",18,40,20,18,46,32
"ENSMUSG00000100188",2,30,8,4,10,20
"ENSMUSG00000101641",0,2,0,2,2,0
"ENSMUSG00000089999",19,10,4,9,19,17
"ENSMUSG00000105195",5,1,7,6,2,2
"ENSMUSG00000055865",38,35,68,84,8,24
"ENSMUSG00000002228",1108,805,3194,3579,902,797
"ENSMUSG00000002233",1691,1196,1543,1642,1023,1013
"ENSMUSG00000002227",19758,12864,13544,11170,3428,2997
"ENSMUSG00000070372",3293,2333,2659,2567,2160,1770
"ENSMUSG00000106251",20,27,21,23,18,18
"ENSMUSG00000105655",24,18,23,20,7,14
"ENSMUSG00000045576",1751,1117,1005,898,968,837
"ENSMUSG00000106105",0,6,8,4,5,0
"ENSMUSG00000027840",26,58,60,33,45,64
"ENSMUSG00000105925",2,3,4,0,2,2
"ENSMUSG00000105355",1,1,0,0,0,0
"ENSMUSG00000062127",2015,1602,1813,1727,2142,1816
"ENSMUSG00000074346",0,2,0,0,0,0
"ENSMUSG00000040896",122,135,12,17,14,7
"ENSMUSG00000105753",0,6,0,0,0,0
"ENSMUSG00000027905",11784,8125,7561,7671,10981,7949
"ENSMUSG00000048458",366,389,581,377,427,170
"ENSMUSG00000106317",21,50,29,24,6,27
"ENSMUSG00000068798",1579,1218,1140,1211,1163,888
"ENSMUSG00000105677",49,55,44,49,40,37
"ENSMUSG00000105842",20,36,19,12,13,42
"ENSMUSG00000106341",20,28,14,24,27,32
"ENSMUSG00000104910",12,30,33,23,23,20
"ENSMUSG00000104835",1,0,0,0,0,0
"ENSMUSG00000000562",0,0,0,2,0,0
"ENSMUSG00000074344",2,0,0,1,0,0
"ENSMUSG00000074342",8,9,11,4,2,4
"ENSMUSG00000000563",28608,16527,15370,15777,16408,11792
"ENSMUSG00000000561",8100,6194,9638,9777,10835,7643
"ENSMUSG00000105852",8,76,16,25,15,17
"ENSMUSG00000074340",55,212,59,85,33,62
"ENSMUSG00000010136",4,3,16,28,77,60
"ENSMUSG00000106093",2,0,0,0,2,2
"ENSMUSG00000104592",0,0,0,3,1,6
"ENSMUSG00000043873",4,1,1,11,10,4
"ENSMUSG00000092072",35,16,22,26,30,30
"ENSMUSG00000105051",3,0,1,0,0,0
"ENSMUSG00000062778",1,0,0,0,2,0
"ENSMUSG00000106373",3,5,7,5,25,5
"ENSMUSG00000104350",0,0,0,0,2,0
"ENSMUSG00000091575",0,3,0,0,8,21
"ENSMUSG00000027901",21,118,29,45,180,150
"ENSMUSG00000040774",4237,2455,1649,1753,1212,912
"ENSMUSG00000027900",1638,953,520,509,191,145
"ENSMUSG00000106592",3,5,4,4,0,0
"ENSMUSG00000105272",33,50,14,18,4,10
"ENSMUSG00000103053",20,87,119,48,20,7
"ENSMUSG00000056260",1099,935,677,848,1018,767
"ENSMUSG00000102780",53,105,40,48,54,62
"ENSMUSG00000040747",3,0,0,0,4,0
"ENSMUSG00000043529",1,0,0,0,0,0
"ENSMUSG00000105102",0,2,0,0,2,2
"ENSMUSG00000098108",0,0,0,0,11,4
"ENSMUSG00000047959",14,8,8,4,291,221
"ENSMUSG00000056145",25,6,10,2,276,226
"ENSMUSG00000040724",403,234,10,4,6,8
"ENSMUSG00000042861",0,2,0,0,0,0
"ENSMUSG00000094613",2,0,0,0,0,0
"ENSMUSG00000070368",4,13,0,2,2,0
"ENSMUSG00000087260",3288,2100,1963,1959,2250,1660
"ENSMUSG00000027896",282,513,296,253,266,244
"ENSMUSG00000048109",9457,9436,7182,6449,7701,6906
"ENSMUSG00000105532",4,2,0,0,2,0
"ENSMUSG00000027895",54,69,16,6,2,8
"ENSMUSG00000027894",4,2,4,2,4,2
"ENSMUSG00000014603",12,7,2,0,2,0
"ENSMUSG00000014601",4793,3203,4633,4327,3509,3164
"ENSMUSG00000078604",1,1,3,5,1,1
"ENSMUSG00000027893",7826,5621,4687,4679,6347,5552
"ENSMUSG00000014599",28,31,5,24,32,24
"ENSMUSG00000106426",2,0,5,8,13,5
"ENSMUSG00000105944",86,22,24,7,32,8
"ENSMUSG00000106359",6,0,0,0,0,0
"ENSMUSG00000086968",26,11,11,12,107,75
"ENSMUSG00000004032",122,87,115,60,195,137
"ENSMUSG00000105872",1,0,0,0,0,0
"ENSMUSG00000004035",158,44,78,92,32,22
"ENSMUSG00000068762",254,117,95,108,76,62
"ENSMUSG00000089664",21,8,8,5,8,5
"ENSMUSG00000004038",1245,524,287,218,155,100
"ENSMUSG00000049231",1,0,0,0,0,0
"ENSMUSG00000040562",2760,1531,1734,1636,892,682
"ENSMUSG00000058135",5028,2852,3165,3095,2350,1671
"ENSMUSG00000087357",0,0,0,2,2,0
"ENSMUSG00000081688",3,0,0,0,0,0
"ENSMUSG00000027890",630,448,450,428,418,296
"ENSMUSG00000027889",2927,2733,4699,3801,4806,3711
"ENSMUSG00000056411",6,19,70,56,74,76
"ENSMUSG00000009108",31,18,55,67,171,107
"ENSMUSG00000000001",11975,8459,12278,12531,17708,12700
"ENSMUSG00000046793",11,6,14,2,16,26
"ENSMUSG00000085318",0,0,2,0,0,0
"ENSMUSG00000050947",440,249,183,185,78,94
"ENSMUSG00000048796",648,475,277,310,375,301
"ENSMUSG00000048997",620,401,780,654,1530,1115
"ENSMUSG00000027887",36,23,52,39,110,114
"ENSMUSG00000105961",2,2,3,4,16,24
"ENSMUSG00000085102",1,0,2,2,4,7
"ENSMUSG00000068749",8822,6558,8334,8569,10444,8309
"ENSMUSG00000084863",0,0,0,2,0,1
"ENSMUSG00000068747",1410,825,574,817,2101,1793
"ENSMUSG00000105358",16,6,9,12,20,37
"ENSMUSG00000078601",2,4,0,0,0,0
"ENSMUSG00000068745",8,9,5,0,5,3
"ENSMUSG00000074281",43,26,31,19,24,51
"ENSMUSG00000068744",15833,11510,15349,12820,11956,8590
"ENSMUSG00000068740",469,544,324,146,248,294
"ENSMUSG00000068739",41699,21050,10551,9654,9272,8264
"ENSMUSG00000089188",2,5,1,2,1,5
"ENSMUSG00000040412",30,29,14,14,20,12
"ENSMUSG00000103761",0,0,0,0,0,7
"ENSMUSG00000027886",0,6,15,2,2,2
"ENSMUSG00000088185",13843,9663,8640,7308,5052,5573
"ENSMUSG00000105810",9,2,6,13,16,19
"ENSMUSG00000068732",2817,2054,2328,2195,2253,1525
"ENSMUSG00000048100",1211,766,1156,1142,1530,1096
"ENSMUSG00000040389",1331,1163,2707,2932,3135,2648
"ENSMUSG00000081499",0,0,5,7,19,4
"ENSMUSG00000027884",2590,1942,1646,1743,1203,995
"ENSMUSG00000027883",3366,2531,2538,2775,1363,1226
"ENSMUSG00000098800",4,4,3,7,0,4
"ENSMUSG00000049565",8,0,4,4,0,2
"ENSMUSG00000027882",1602,1077,1111,1121,1057,746
"ENSMUSG00000045326",2,2,88,115,0,8
"ENSMUSG00000105175",6,0,2,0,0,0
"ENSMUSG00000027881",6432,6726,7147,7273,7910,5279
"ENSMUSG00000045662",10,8,19,10,98,47
"ENSMUSG00000040339",293,99,210,155,166,130
"ENSMUSG00000106108",4,0,0,2,0,2
"ENSMUSG00000105139",0,0,0,2,0,0
"ENSMUSG00000040322",313,184,111,132,75,76
"ENSMUSG00000033721",54,30,41,48,34,14
"ENSMUSG00000059857",0,1,5,0,2,2
"ENSMUSG00000065872",2,0,2,0,0,2
"ENSMUSG00000105639",0,1,4,1,2,0
"ENSMUSG00000049300",2133,1202,1969,1898,2106,1396
"ENSMUSG00000105509",341,318,657,491,93,52
"ENSMUSG00000106650",2,0,0,0,0,0
"ENSMUSG00000106100",2,0,0,0,0,0
"ENSMUSG00000105077",11,5,10,2,4,6
"ENSMUSG00000105588",2,0,0,0,0,0
"ENSMUSG00000045952",0,0,2,0,0,0
"ENSMUSG00000074268",2,0,0,0,0,0
"ENSMUSG00000096770",1,0,0,0,0,0
"ENSMUSG00000074264",4,6,14,2,0,0
"ENSMUSG00000027981",1741,1607,1819,1886,2339,1632
"ENSMUSG00000105836",6,13,13,15,19,14
"ENSMUSG00000027966",798,787,702,632,82,44
"ENSMUSG00000080676",1,1,0,0,0,0
"ENSMUSG00000045092",1879,939,24,6,8,4
"ENSMUSG00000052769",30,14,4,6,2,2
"ENSMUSG00000054426",300,212,215,179,156,112
"ENSMUSG00000033554",2241,1539,1796,1775,1900,1335
"ENSMUSG00000105108",1,0,0,0,0,0
"ENSMUSG00000104803",0,0,1,0,0,0
"ENSMUSG00000054414",3062,2729,2052,2070,2499,2095
"ENSMUSG00000089261",4,1,5,0,0,4
"ENSMUSG00000027963",901,493,363,338,281,242
"ENSMUSG00000027962",4,8,28,8,2,2
"ENSMUSG00000068696",4,0,0,0,0,0
"ENSMUSG00000033502",914,984,657,703,1478,1082
"ENSMUSG00000106005",2,5,6,11,9,20
"ENSMUSG00000000339",4524,3209,3551,3421,3262,2403
"ENSMUSG00000000340",5488,3956,3573,3660,3620,2373
"ENSMUSG00000082394",10,13,0,6,6,10
"ENSMUSG00000105992",2,2,0,2,4,0
"ENSMUSG00000034437",133,95,119,126,206,89
"ENSMUSG00000027961",37,36,44,21,23,36
"ENSMUSG00000106025",4,12,9,6,0,7
"ENSMUSG00000033439",752,849,637,655,570,455
"ENSMUSG00000027959",1528,1307,1182,1188,1559,1228
"ENSMUSG00000089911",6913,6453,6139,6050,3682,3113
"ENSMUSG00000106125",5,11,2,8,2,6
"ENSMUSG00000027957",2640,1964,1642,1454,1891,1527
"ENSMUSG00000033400",4513,3399,2243,2419,1137,1197
"ENSMUSG00000106511",0,0,0,0,1,0
"ENSMUSG00000105250",0,0,2,4,0,0
"ENSMUSG00000105241",4,5,0,0,0,0
"ENSMUSG00000033386",8794,5764,5395,4751,3222,3389
"ENSMUSG00000033377",7,10,4,8,10,6
"ENSMUSG00000106073",4,14,6,0,0,0
"ENSMUSG00000028009",1,0,7,2,0,2
"ENSMUSG00000044667",2,6,2,0,0,0
"ENSMUSG00000033342",2,0,0,0,1,0
"ENSMUSG00000028007",454,282,526,406,171,106
"ENSMUSG00000097311",5,4,0,2,0,0
"ENSMUSG00000104178",2,0,0,0,0,2
"ENSMUSG00000104362",8,0,0,0,0,0
"ENSMUSG00000033308",3,4,0,2,7,2
"ENSMUSG00000106037",1619,1083,743,710,537,512
"ENSMUSG00000028134",4822,2869,3367,4061,5807,4091
"ENSMUSG00000105572",97,200,66,75,74,116
"ENSMUSG00000106099",163,215,84,85,76,109
"ENSMUSG00000106075",0,1,2,5,3,2
"ENSMUSG00000094593",0,2,3,2,0,0
"ENSMUSG00000096196",0,2,6,0,2,0
"ENSMUSG00000104726",1,0,0,0,0,4
"ENSMUSG00000098097",11,14,35,12,22,12
"ENSMUSG00000105207",0,0,0,1,2,0
"ENSMUSG00000105243",0,0,7,11,1,6
"ENSMUSG00000028133",398,288,190,153,150,138
"ENSMUSG00000106329",11,9,16,12,7,12
"ENSMUSG00000098042",6,4,6,0,14,2
"ENSMUSG00000028132",180,206,217,356,368,327
"ENSMUSG00000106619",2,4,2,0,2,0
"ENSMUSG00000039887",962,654,930,1155,1244,936
"ENSMUSG00000084674",0,2,2,1,1,3
"ENSMUSG00000106455",8,25,23,15,9,10
"ENSMUSG00000105813",30,67,35,24,25,21
"ENSMUSG00000053931",35602,24232,20920,21828,11908,9942
"ENSMUSG00000106022",92,180,129,85,66,89
"ENSMUSG00000039865",228,164,137,172,67,79
"ENSMUSG00000097124",7,5,1,4,0,6
"ENSMUSG00000044522",6,0,6,12,0,2
"ENSMUSG00000074248",1,0,0,0,3,0
"ENSMUSG00000106036",0,2,2,1,8,5
"ENSMUSG00000106224",4,2,3,2,7,8
"ENSMUSG00000028128",520,321,370,447,496,420
"ENSMUSG00000104676",7,43,43,43,41,60
"ENSMUSG00000028127",7948,6055,6784,6520,3435,2746
"ENSMUSG00000106087",56,87,79,83,34,24
"ENSMUSG00000105597",37,61,42,52,20,16
"ENSMUSG00000105889",2,0,0,0,0,0
"ENSMUSG00000039831",715,452,1625,1975,2791,2505
"ENSMUSG00000104869",0,0,0,0,4,0
"ENSMUSG00000028125",16,19,208,244,365,261
"ENSMUSG00000104887",0,0,4,5,24,24
"ENSMUSG00000104799",0,0,0,2,14,6
"ENSMUSG00000078592",21,8,5,6,10,9
"ENSMUSG00000092934",4,0,0,0,0,0
"ENSMUSG00000028124",4096,2638,3416,2945,11163,8389
"ENSMUSG00000057359",44,50,121,86,114,111
"ENSMUSG00000039756",17269,13124,18114,16969,24293,16044
"ENSMUSG00000028121",6763,4267,3392,3116,5872,4849
"ENSMUSG00000104554",5,2,4,2,3,0
"ENSMUSG00000104574",0,1,0,1,1,2
"ENSMUSG00000087743",4,4,1,1,3,8
"ENSMUSG00000039735",7526,7143,5855,6359,6171,6601
"ENSMUSG00000106194",12,94,27,12,21,19
"ENSMUSG00000106364",8,53,23,36,24,27
"ENSMUSG00000106365",219,144,92,113,48,35
"ENSMUSG00000106562",4,1,2,2,0,2
"ENSMUSG00000053965",911,632,520,456,872,724
"ENSMUSG00000106583",2,7,0,4,4,7
"ENSMUSG00000106376",0,3,0,0,0,0
"ENSMUSG00000106059",0,0,1,2,2,1
"ENSMUSG00000097852",4,9,2,6,3,3
"ENSMUSG00000023057",0,0,0,0,0,2
"ENSMUSG00000078590",0,1,0,0,0,1
"ENSMUSG00000054091",5423,3037,3986,4106,4991,4203
"ENSMUSG00000039701",2941,2768,2579,2559,2878,2437
"ENSMUSG00000105478",2,6,1,6,2,0
"ENSMUSG00000028116",0,0,2,0,0,0
"ENSMUSG00000050315",54,56,144,124,585,457
"ENSMUSG00000106012",0,0,0,0,4,0
"ENSMUSG00000105562",0,0,0,0,4,1
"ENSMUSG00000106220",0,0,2,2,10,27
"ENSMUSG00000106490",4,0,0,2,4,12
"ENSMUSG00000039234",5261,3113,4182,4053,6005,4891
"ENSMUSG00000028114",3183,2534,2586,2584,3180,2190
"ENSMUSG00000080545",2,0,0,0,0,0
"ENSMUSG00000027978",94,219,177,201,228,187
