"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000025939",1603.5,1241.16666666667,1109.41666666667,1203.83333333333,1320.83333333333,1184.58333333333
"ENSMUSG00000102457",87.6666666666667,111.833333333333,147.166666666667,82,71.5,60.5
"ENSMUSG00000079658",3678.33333333333,3889.5,6268.16666666667,6826.58333333333,7715.58333333333,7588.83333333333
"ENSMUSG00000025940",1294.66666666667,1234.66666666667,1280.5,1520.5,1717.66666666667,1769.83333333333
"ENSMUSG00000025779",86,84.8333333333333,86.3333333333333,56.6666666666667,67.6666666666667,98.8333333333333
"ENSMUSG00000091020",170.5,147.166666666667,169.666666666667,166.833333333333,181.833333333333,135.5
"ENSMUSG00000042686",203.333333333333,242,412.833333333333,458,2175.66666666667,2350.5
"ENSMUSG00000100398",93,78.8333333333333,130.833333333333,114,86.8333333333333,77.1666666666667
"ENSMUSG00000101589",96.3333333333333,77.6666666666667,63.6666666666667,84.1666666666667,66.75,66.5
"ENSMUSG00000025776",318.833333333333,326.833333333333,111.833333333333,101.5,308.5,248.166666666667
"ENSMUSG00000100720",67.8333333333333,57.3333333333333,69.8333333333333,61.5,61.3333333333333,56.6666666666667
"ENSMUSG00000043760",405,591.666666666667,640.416666666667,593,618.916666666667,611.75
"ENSMUSG00000041872",81.3333333333333,106.333333333333,68.8333333333333,62.4166666666667,59.3333333333333,49.5
"ENSMUSG00000041859",45537.3333333333,61127.6666666667,55248,51794.1666666667,47682,44767.5
"ENSMUSG00000025931",2917,2454.66666666667,665.083333333333,733.25,150.666666666667,164.583333333333
"ENSMUSG00000041809",727.333333333333,735.166666666667,365.916666666667,319.666666666667,130.833333333333,108.833333333333
"ENSMUSG00000041779",1574.83333333333,1479.5,716.333333333333,827.5,259.833333333333,639
"ENSMUSG00000025933",384.916666666667,284.583333333333,357.833333333333,260.833333333333,146.166666666667,153
"ENSMUSG00000102633",53.8333333333333,74.3333333333333,65,59.3333333333333,81.1666666666667,91.75
"ENSMUSG00000025934",953.166666666667,1449.5,1974.83333333333,2513.83333333333,578,499.666666666667
