"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000116212",753.666666666667,729.5,760.916666666667,467.666666666667,708.583333333333,628.5
"ENSG00000116209",7782.66666666667,6940.16666666667,7698.16666666667,6303.33333333333,7936.5,5264.16666666667
"ENSG00000116205",443.5,457.666666666667,441.166666666667,453.666666666667,394.75,427.666666666667
"ENSG00000215883",265.166666666667,260.5,278.166666666667,337.666666666667,323.166666666667,319.333333333333
"ENSG00000116221",1331.33333333333,1281.41666666667,1567.91666666667,983.666666666667,1230.33333333333,1438
"ENSG00000157216",454.5,493.833333333333,470.583333333333,675.833333333333,523.333333333333,499.416666666667
"ENSG00000198711",82.6666666666667,72.8333333333333,81.5,91,79.8333333333333,80
"ENSG00000162390",168.833333333333,201,203.166666666667,222.166666666667,303.083333333333,208.666666666667
"ENSG00000184313",74.8333333333333,83,77.1666666666667,85.1666666666667,92.6666666666667,78.3333333333333
"ENSG00000243725",91.6666666666667,84.1666666666667,98.8333333333333,88,110.5,109.5
"ENSG00000162396",159.5,176.166666666667,180.666666666667,137.666666666667,162.833333333333,142.333333333333
"ENSG00000116133",10604.6666666667,11008.1666666667,12103,6869.5,7933.33333333333,7708.66666666667
"ENSG00000169174",84,81.5,92.5,79.1666666666667,97,78.3333333333333
"ENSG00000162402",4756.5,4647.41666666667,4406.33333333333,6428.16666666667,6148.83333333333,6426
"ENSG00000234810",105.666666666667,120.5,112.166666666667,137.666666666667,193.5,84.1666666666667
"ENSG00000260971",97.5,99.1666666666667,82.6666666666667,83.6666666666667,78.3333333333333,96.1666666666667
"ENSG00000284686",91.6666666666667,91.8333333333333,79.8333333333333,74.6666666666667,80.8333333333333,84.1666666666667
"ENSG00000223956",71.8333333333333,84.1666666666667,72.8333333333333,79.8333333333333,72.8333333333333,82.3333333333333
"ENSG00000162407",6890.16666666667,6897.83333333333,6890.16666666667,8948.83333333333,14837.1666666667,4382.33333333333
"ENSG00000236776",132.666666666667,137.5,102.333333333333,159.666666666667,166.333333333333,107.666666666667
"ENSG00000162409",977.166666666667,888.5,768.833333333333,484.333333333333,622.5,354.333333333333
"ENSG00000187889",79.8333333333333,70.6666666666667,78.3333333333333,76.3333333333333,79.1666666666667,69.6666666666667
"ENSG00000173406",79.8333333333333,79.4166666666667,78.3333333333333,74.6666666666667,83,75.6666666666667
"ENSG00000162600",560.5,498,488,712.166666666667,560.833333333333,652.083333333333
"ENSG00000286918",74.8333333333333,84.1666666666667,76.3333333333333,83.6666666666667,85.5,88
"ENSG00000184292",222.166666666667,193.5,232.833333333333,190.833333333333,422.5,132.833333333333
"ENSG00000162601",2385.66666666667,2446,1794.83333333333,2922.16666666667,2113.66666666667,2525.16666666667
"ENSG00000283445",82.6666666666667,79.4166666666667,68.6666666666667,79.1666666666667,144,81.5
"ENSG00000177606",5783.5,6428.16666666667,6318.33333333333,4815.5,6920.66666666667,5845.16666666667
"ENSG00000234807",91.6666666666667,85.5,90.1666666666667,84.3333333333333,97,98.8333333333333
"ENSG00000232453",88,89.1666666666667,100.166666666667,84.3333333333333,102.333333333333,82.3333333333333
"ENSG00000237352",96.1666666666667,102.5,95.8333333333333,98.6666666666667,126.5,97.8333333333333
"ENSG00000224609",85.3333333333333,91.8333333333333,87.8333333333333,93.6666666666667,88,98.8333333333333
"ENSG00000172456",396.166666666667,425.5,443.5,560.666666666667,494.666666666667,420.333333333333
"ENSG00000134716",85.3333333333333,81.5,93.5833333333333,76.3333333333333,78.3333333333333,83.5
"ENSG00000229332",76.3333333333333,69.6666666666667,68.6666666666667,68.1666666666667,68.5,68.5
"ENSG00000238242",71.8333333333333,85.5,71.8333333333333,70.5,72.8333333333333,71.6666666666667
"ENSG00000162599",3813.66666666667,3853.33333333333,2971,6385.33333333333,5425.83333333333,5859.16666666667
"ENSG00000237853",121.666666666667,94.3333333333333,103.5,121.666666666667,114,124.833333333333
"ENSG00000162604",1084.5,962.25,989.5,1063.16666666667,1122.33333333333,852.416666666667
"ENSG00000132849",1179.33333333333,1176.33333333333,1098.83333333333,968.083333333333,1518.16666666667,954.416666666667
"ENSG00000162607",965.333333333333,843,814.333333333333,1198.33333333333,1401.08333333333,2072.16666666667
"ENSG00000116641",5418.5,5361.66666666667,4819.5,5038.5,4523,4656.83333333333
"ENSG00000132855",329,277.166666666667,241,244.333333333333,238,255.166666666667
"ENSG00000278967",157.333333333333,151.166666666667,135.833333333333,114.166666666667,132.666666666667,134.833333333333
"ENSG00000213703",95.1666666666667,95.3333333333333,79.8333333333333,81.5,87.3333333333333,85.3333333333333
"ENSG00000235545",82.6666666666667,84.1666666666667,76.3333333333333,78.3333333333333,79.8333333333333,82.3333333333333
"ENSG00000125703",532.833333333333,502,434.833333333333,528.166666666667,503.333333333333,469.166666666667
"ENSG00000088035",446.25,345.25,417.333333333333,418.166666666667,389.666666666667,536.833333333333
"ENSG00000142856",430.333333333333,413.166666666667,395,418.166666666667,501.166666666667,471.666666666667
"ENSG00000286429",91.6666666666667,78.3333333333333,78.3333333333333,68.1666666666667,70.8333333333333,72.8333333333333
"ENSG00000203965",412,431.5,374.75,532.166666666667,537.833333333333,420.333333333333
"ENSG00000251720",81.3333333333333,83,72.8333333333333,75.3333333333333,75.6666666666667,71.6666666666667
