"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000139946",430,448,451,694,749,497
"ENSG00000259483",6,10,4,4,11,2
"ENSG00000275569",5,4,2,2,1,13
"ENSG00000259719",6,11,4,20,8,7
"ENSG00000070269",865,775,856,989,1235,1201
"ENSG00000258428",2,8,3,14,6,5
"ENSG00000242995",0,0,0,0,0,2
"ENSG00000286257",0,0,0,1,0,0
"ENSG00000243388",0,0,0,1,0,0
"ENSG00000070367",4677,3973,3955,3344,4243,4831
"ENSG00000053770",1488,1225,1376,1378,1724,1556
"ENSG00000286355",2,0,1,1,2,1
"ENSG00000259008",2,0,0,2,0,2
"ENSG00000139977",987,790,869,932,1135,982
"ENSG00000100557",3,2,1,2,2,2
"ENSG00000151812",2,2,2,9,10,2
"ENSG00000259039",4,0,0,1,11,1
"ENSG00000258856",0,0,0,0,1,0
"ENSG00000259969",34,45,44,70,58,51
"ENSG00000139971",802,782,802,564,869,666
"ENSG00000258836",1,0,0,1,1,0
"ENSG00000243023",1,1,1,0,0,0
"ENSG00000131966",1718,1605,1867,1593,2068,1824
"ENSG00000100567",1404,1260,1469,1508,1730,1756
"ENSG00000258682",36,27,23,72,43,34
"ENSG00000257621",730,603,626,1462,1394,1199
"ENSG00000180189",22,21,23,38,36,47
"ENSG00000279636",54,56,40,127,87,75
"ENSG00000252782",8,14,8,9,18,16
"ENSG00000032219",996,944,837,1042,1369,776
"ENSG00000258658",4,7,7,3,6,5
"ENSG00000196860",7,3,12,16,10,10
"ENSG00000258378",0,2,0,1,3,4
"ENSG00000100575",266,251,305,273,302,271
"ENSG00000100578",714,599,569,1073,994,1525
"ENSG00000258650",1,3,0,2,0,2
"ENSG00000239510",0,0,0,1,0,0
"ENSG00000165617",1274,1084,1357,258,300,414
"ENSG00000258583",8,3,6,4,4,8
"ENSG00000213598",1,1,2,1,0,6
"ENSG00000258734",0,0,2,0,1,0
"ENSG00000100592",836,893,747,1016,891,884
"ENSG00000181619",384,463,344,404,242,337
"ENSG00000126790",872,835,845,666,854,840
"ENSG00000050130",2138,1955,2123,1582,2285,1782
"ENSG00000151838",1,0,1,3,5,0
"ENSG00000139970",68,53,66,38,22,43
"ENSG00000263629",4,0,1,0,0,0
"ENSG00000261120",0,1,0,0,2,0
"ENSG00000131951",15,15,10,40,50,32
"ENSG00000258553",7,4,4,11,11,12
"ENSG00000126773",3831,3618,3369,4233,5132,4658
"ENSG00000100612",958,814,1061,702,1135,801
"ENSG00000258896",7,10,4,17,21,10
"ENSG00000258563",0,2,0,0,0,1
"ENSG00000254718",6,2,5,4,3,0
"ENSG00000100614",2254,2241,1980,2534,2531,2302
"ENSG00000179008",21,18,13,14,32,17
"ENSG00000258427",2,3,3,2,4,0
"ENSG00000259169",0,0,2,1,0,1
"ENSG00000258692",4,8,3,3,5,11
"ENSG00000184302",0,3,1,7,6,10
"ENSG00000258670",0,1,4,12,8,11
"ENSG00000258764",1,3,3,0,1,5
"ENSG00000244756",0,1,4,1,1,7
"ENSG00000241354",3,5,7,12,14,4
"ENSG00000258952",63,71,62,105,156,100
"ENSG00000126778",1729,1683,1660,1502,3244,1736
"ENSG00000100625",1683,1611,1598,1264,3095,1623
"ENSG00000020426",871,913,820,642,1023,819
"ENSG00000258445",26,21,8,10,19,15
"ENSG00000258485",33,25,16,34,27,20
"ENSG00000126814",737,646,672,877,1016,983
"ENSG00000139974",1868,1766,1544,2363,2905,2267
"ENSG00000027075",449,446,541,412,606,308
"ENSG00000182107",446,442,399,516,1969,706
"ENSG00000247287",41,34,37,65,57,40
"ENSG00000258926",48,51,61,83,89,53
"ENSG00000250548",108,129,138,75,163,42
"ENSG00000232774",160,172,140,88,100,43
"ENSG00000258777",27,15,19,29,13,14
"ENSG00000100644",23779,22227,22244,22187,31190,32373
"ENSG00000258667",1084,1103,830,1680,1361,1085
"ENSG00000258964",0,0,0,1,1,2
"ENSG00000023608",1457,1199,1283,1415,1802,1488
"ENSG00000279633",39,24,25,94,49,34
"ENSG00000139973",21,22,18,22,37,32
"ENSG00000258842",0,1,0,0,0,0
"ENSG00000186369",0,0,0,0,1,1
"ENSG00000270852",0,1,0,0,0,0
"ENSG00000259093",0,0,0,0,0,1
"ENSG00000126785",110,145,153,360,391,368
"ENSG00000258943",2,0,0,1,2,0
"ENSG00000154001",1462,1460,1210,1789,1490,1666
"ENSG00000252800",3,3,4,5,3,6
"ENSG00000261242",2,2,2,2,1,3
"ENSG00000270878",4,8,8,8,12,3
"ENSG00000140006",238,175,201,183,316,297
"ENSG00000258645",1,1,1,4,3,1
"ENSG00000202490",1,0,1,0,0,0
"ENSG00000206822",1,1,0,1,0,1
"ENSG00000207172",0,0,0,0,0,1
"ENSG00000274015",8,7,5,9,11,7
"ENSG00000200693",2,0,0,0,0,1
"ENSG00000126821",1366,1244,1183,812,1301,1138
"ENSG00000054654",950,811,703,2534,5035,3875
"ENSG00000140009",15,5,18,16,17,20
"ENSG00000221537",0,0,0,0,1,1
"ENSG00000214770",4,5,7,10,4,5
"ENSG00000234911",16,9,7,20,26,19
"ENSG00000284664",4,0,0,2,0,5
"ENSG00000271511",0,1,0,2,0,3
"ENSG00000100714",1007,926,1146,1177,1851,2289
"ENSG00000258824",16,13,12,20,27,24
"ENSG00000272909",6,9,7,6,7,12
"ENSG00000089775",1166,1151,1099,1154,1539,997
"ENSG00000179841",58,84,60,148,105,125
"ENSG00000126804",2532,2080,2039,2917,3537,2822
"ENSG00000259116",67,31,48,112,112,104
"ENSG00000259160",2,0,4,0,1,1
"ENSG00000126803",1330,1375,1473,1252,1461,1064
"ENSG00000165807",47,35,37,40,53,33
"ENSG00000259076",1,0,0,0,0,0
"ENSG00000259010",1,0,2,2,0,4
"ENSG00000126822",294,288,359,458,721,577
"ENSG00000070182",23,25,20,24,56,39
"ENSG00000258289",1814,1670,1610,1229,1454,1088
"ENSG00000125954",1,1,2,0,0,0
"ENSG00000176153",8,12,6,18,9,8
"ENSG00000139998",263,300,318,242,235,294
"ENSG00000257365",175,165,179,160,205,194
"ENSG00000272158",5,0,4,7,8,5
"ENSG00000125952",1299,1318,1555,1203,1688,1408
"ENSG00000266531",2,0,4,0,0,0
"ENSG00000259118",53,41,34,73,42,64
"ENSG00000255002",2,0,0,3,0,0
"ENSG00000258878",0,0,0,1,0,0
"ENSG00000258760",1,0,2,0,0,0
"ENSG00000033170",1313,1266,1323,1513,1694,1697
"ENSG00000276116",2,2,1,4,2,2
"ENSG00000180662",5,0,3,8,4,10
"ENSG00000207781",0,2,0,0,0,0
"ENSG00000258980",5,4,2,4,3,11
"ENSG00000258847",0,0,0,0,2,0
"ENSG00000277651",0,0,0,0,1,0
"ENSG00000224861",35,41,66,20,30,27
"ENSG00000258502",0,0,4,6,1,1
"ENSG00000258561",11,9,5,51,16,24
"ENSG00000287833",1,4,0,1,0,2
"ENSG00000196553",12,20,6,54,33,34
"ENSG00000171723",166,183,141,307,261,305
"ENSG00000258796",3,0,2,4,0,3
"ENSG00000258490",2,6,5,11,6,11
"ENSG00000172717",0,1,1,9,8,7
"ENSG00000072415",2207,2088,1911,2238,3204,2902
"ENSG00000286319",83,108,65,182,149,170
"ENSG00000100554",2141,1905,2486,1474,2339,2112
"ENSG00000199755",1,0,2,2,7,3
"ENSG00000134001",2786,2633,2830,2505,3097,3748
"ENSG00000100558",6,15,7,26,30,30
"ENSG00000198133",114,86,118,113,94,71
"ENSG00000054690",37,26,34,101,60,47
"ENSG00000100564",201,217,212,205,335,287
"ENSG00000259502",4,4,3,0,1,2
"ENSG00000259648",1,2,1,1,1,0
"ENSG00000281228",0,1,0,0,0,0
"ENSG00000081181",60,47,51,109,99,98
"ENSG00000286861",4,8,7,16,19,22
"ENSG00000100568",2038,1841,2131,1670,1959,2043
"ENSG00000258626",8,8,5,14,7,10
"ENSG00000272253",2,3,0,1,5,0
"ENSG00000258466",4,2,1,3,0,0
"ENSG00000072042",1727,1446,1773,1115,1179,1685
"ENSG00000139988",3,2,3,22,6,5
"ENSG00000072121",1463,1604,1599,2590,2491,2373
"ENSG00000271697",0,2,0,4,0,2
"ENSG00000239820",0,0,0,6,1,1
"ENSG00000258759",2,3,6,6,6,6
"ENSG00000182185",262,264,281,490,437,440
"ENSG00000274666",15,15,11,31,19,18
"ENSG00000258837",10,8,11,39,15,11
"ENSG00000244677",3,5,0,12,9,2
"ENSG00000243546",0,0,1,0,0,2
"ENSG00000240210",6,6,3,11,3,15
"ENSG00000258477",3,3,6,5,5,0
"ENSG00000287385",2,9,6,14,20,6
"ENSG00000259038",1,1,4,8,1,0
"ENSG00000258623",6,4,2,5,3,1
"ENSG00000242941",0,0,2,4,2,0
"ENSG00000287167",5,3,0,11,4,10
"ENSG00000287913",0,0,0,2,0,0
"ENSG00000185650",4409,4696,4068,6316,3597,4046
"ENSG00000270975",2,4,4,19,3,11
"ENSG00000258565",18,15,21,93,14,45
"ENSG00000072110",9619,10655,12355,9582,6343,10352
"ENSG00000258531",24,32,26,53,17,34
"ENSG00000259062",3,7,7,20,13,12
"ENSG00000139990",1795,1867,1903,2111,2071,1586
"ENSG00000259165",61,59,52,85,44,68
"ENSG00000206768",5,10,3,12,3,6
"ENSG00000276063",0,1,1,3,0,0
"ENSG00000258957",10,2,4,9,5,2
"ENSG00000081177",1075,967,1143,764,1187,973
"ENSG00000258520",2,2,3,6,6,7
"ENSG00000100626",72,66,69,90,75,69
"ENSG00000280073",2,2,4,0,0,0
"ENSG00000100632",1156,1137,1339,1017,1505,1737
"ENSG00000029364",3906,3618,4256,3421,4855,3952
"ENSG00000286424",5,5,0,7,10,1
"ENSG00000175985",1,7,4,2,7,1
"ENSG00000287310",4,2,1,2,1,0
"ENSG00000100647",1305,1316,1351,1587,1506,1242
"ENSG00000273797",16,16,13,44,26,32
"ENSG00000100650",4146,4077,4507,4529,7998,4751
"ENSG00000100652",39,46,33,91,87,87
"ENSG00000198732",1103,1133,1369,3521,2038,2374
"ENSG00000242071",81,103,196,122,157,135
"ENSG00000100678",29,17,29,88,39,90
"ENSG00000258422",3,3,0,9,2,2
"ENSG00000274330",2,0,2,5,3,5
"ENSG00000235812",0,5,4,1,1,2
"ENSG00000259033",6,9,7,11,10,9
"ENSG00000133983",38,34,47,58,77,48
"ENSG00000258644",0,1,1,0,0,1
"ENSG00000222640",0,0,0,0,0,1
"ENSG00000213463",1422,1257,1369,1315,1443,1490
"ENSG00000257759",1,10,8,4,6,1
"ENSG00000139985",96,93,91,63,43,50
"ENSG00000259158",44,55,66,83,15,16
"ENSG00000252263",1,1,2,4,1,3
"ENSG00000134007",45,56,27,75,27,22
"ENSG00000274397",25,30,19,27,17,5
"ENSG00000133997",433,437,451,539,560,556
"ENSG00000258951",21,31,32,32,20,29
"ENSG00000245466",1,1,0,0,0,0
"ENSG00000133985",214,279,294,163,184,185
"ENSG00000258689",1,5,5,7,8,6
"ENSG00000006432",171,162,173,150,278,297
"ENSG00000259153",14,10,10,7,16,32
"ENSG00000275630",0,0,1,0,2,0
"ENSG00000274818",5,8,1,9,10,15
"ENSG00000100731",4776,4869,4538,5076,4806,4911
"ENSG00000287643",31,56,17,71,57,53
"ENSG00000258930",28,20,11,15,13,18
"ENSG00000258966",13,12,8,8,9,9
"ENSG00000258571",16,23,28,31,13,21
"ENSG00000269927",0,0,0,1,0,0
"ENSG00000286423",1,5,2,9,1,3
"ENSG00000259907",0,0,0,2,1,0
"ENSG00000258517",0,1,0,0,0,0
"ENSG00000269945",5,1,0,2,5,1
"ENSG00000259146",17,22,15,58,53,53
"ENSG00000197555",1376,1470,1318,2137,2395,1999
"ENSG00000259079",12,28,11,69,23,40
"ENSG00000207444",0,7,7,16,9,9
"ENSG00000242330",5,13,10,14,11,12
"ENSG00000285612",12,8,4,15,21,12
"ENSG00000285518",8,2,6,12,12,12
"ENSG00000266869",0,0,2,0,0,0
"ENSG00000182732",0,0,1,43,5,8
"ENSG00000200298",0,0,0,4,0,0
"ENSG00000286333",0,0,0,1,1,0
"ENSG00000258871",0,0,0,0,0,2
"ENSG00000205683",37,40,22,57,65,54
"ENSG00000285936",1,5,2,3,3,5
"ENSG00000206751",0,0,0,1,0,0
"ENSG00000119599",316,347,418,427,522,568
"ENSG00000176043",0,1,0,0,0,0
"ENSG00000259015",2,7,7,8,7,3
"ENSG00000239544",2,0,0,0,1,0
"ENSG00000165861",1119,1167,1314,1059,1239,1023
"ENSG00000258813",13,6,8,23,15,18
"ENSG00000119707",3257,2996,2887,3789,4381,4393
"ENSG00000258448",5,5,5,15,14,11
"ENSG00000080815",2347,2225,2441,2303,2650,2160
"ENSG00000259109",3,0,10,8,4,2
"ENSG00000100767",208,254,286,1837,1322,907
"ENSG00000258376",50,52,69,62,83,57
"ENSG00000252839",0,0,0,0,0,1
"ENSG00000258944",6,5,3,19,16,3
"ENSG00000133961",1978,1884,2035,1714,1563,1467
"ENSG00000285006",0,0,1,0,0,0
"ENSG00000284930",1,2,1,4,2,1
"ENSG00000251393",1,7,4,2,4,4
"ENSG00000187105",14,28,15,61,28,40
"ENSG00000170468",143,131,179,173,228,198
"ENSG00000258443",4,1,0,4,6,2
"ENSG00000258695",0,0,0,0,0,1
"ENSG00000184227",51,59,59,140,124,94
"ENSG00000258408",0,0,0,4,0,1
"ENSG00000258603",4,2,0,0,2,2
"ENSG00000119673",326,345,406,326,505,439
"ENSG00000258524",6,3,2,8,3,4
"ENSG00000279026",11,14,9,6,10,16
"ENSG00000177465",95,91,113,85,131,61
"ENSG00000205669",2,1,2,2,5,5
"ENSG00000258972",0,1,1,1,0,0
"ENSG00000119661",638,630,594,456,669,628
"ENSG00000251907",0,0,0,2,0,0
"ENSG00000176903",553,539,539,725,710,807
"ENSG00000156030",807,856,794,1462,1412,1071
"ENSG00000264741",2,2,8,14,3,16
"ENSG00000259065",21,37,31,101,69,80
"ENSG00000258586",0,0,3,3,1,4
"ENSG00000140043",85,91,86,107,161,120
"ENSG00000258653",8,2,7,7,12,11
"ENSG00000223300",0,0,0,3,0,0
"ENSG00000273711",3,4,6,7,4,10
"ENSG00000119725",88,82,87,160,180,158
"ENSG00000258891",20,15,17,47,44,34
"ENSG00000270140",9,9,6,10,11,18
"ENSG00000199472",0,0,1,2,0,2
"ENSG00000156050",204,212,206,236,282,277
"ENSG00000119723",98,124,128,147,146,146
"ENSG00000187097",411,437,485,514,529,671
"ENSG00000279461",0,1,1,1,3,2
"ENSG00000119636",257,263,271,215,332,208
"ENSG00000119711",835,791,841,1064,1500,806
"ENSG00000205659",155,111,129,174,184,277
"ENSG00000239910",0,0,0,1,0,1
"ENSG00000258513",0,0,0,0,1,0
"ENSG00000119614",0,0,0,1,0,0
"ENSG00000119688",482,498,576,582,673,497
"ENSG00000258559",34,24,13,39,16,11
"ENSG00000258737",0,2,1,0,0,0
"ENSG00000177776",0,0,0,0,0,1
"ENSG00000183379",0,0,4,1,1,0
"ENSG00000270000",1,3,2,12,5,5
"ENSG00000259005",3,4,5,18,5,6
"ENSG00000119655",3268,2867,3797,3232,6220,3708
"ENSG00000258769",3,6,0,8,10,4
"ENSG00000165898",156,153,158,132,183,177
"ENSG00000119681",8584,9132,8794,17909,7957,9598
"ENSG00000258425",8,4,10,15,5,11
"ENSG00000258976",34,48,48,69,41,52
"ENSG00000119682",1257,1232,1367,1672,1368,1651
"ENSG00000258439",23,9,13,36,18,27
"ENSG00000222604",2,1,4,4,5,4
"ENSG00000119616",787,718,812,775,937,981
"ENSG00000119596",1515,1696,1396,3043,1853,2237
"ENSG00000119608",40,30,25,54,44,26
"ENSG00000258587",0,1,3,1,0,0
"ENSG00000119689",1534,1678,2062,1533,1724,1936
"ENSG00000198208",9,16,23,21,24,33
"ENSG00000119630",113,114,123,46,71,61
"ENSG00000119718",519,502,615,448,580,648
"ENSG00000258646",7,8,5,22,16,13
"ENSG00000279594",17,23,3,17,12,7
"ENSG00000119684",1604,1451,1574,1604,2146,1623
"ENSG00000206924",0,4,2,3,4,2
"ENSG00000119640",38,55,44,77,88,66
"ENSG00000119703",60,42,101,65,75,63
"ENSG00000119638",1806,1714,2020,2624,2708,2051
"ENSG00000258978",0,1,2,0,4,2
"ENSG00000259138",1,4,3,5,6,5
"ENSG00000170348",10828,10242,11238,9177,12361,9903
"ENSG00000273565",1,2,5,5,2,1
"ENSG00000258820",2,8,5,4,10,11
"ENSG00000170345",3891,4067,4483,8357,18047,9081
"ENSG00000119660",1,0,6,6,7,1
"ENSG00000259687",6,9,7,29,50,7
"ENSG00000259319",32,34,39,38,51,71
"ENSG00000140044",1104,1090,1430,1275,1234,1367
"ENSG00000156127",6,5,8,24,36,14
"ENSG00000224721",1,1,0,0,0,4
"ENSG00000119686",106,100,128,105,199,116
"ENSG00000242951",3,1,1,1,10,2
"ENSG00000119685",642,634,657,1033,963,991
"ENSG00000133935",286,272,337,259,378,354
"ENSG00000259103",10,14,19,57,23,24
"ENSG00000242488",3,2,0,9,5,3
"ENSG00000119650",457,426,468,357,462,365
"ENSG00000119699",578,676,697,735,831,814
"ENSG00000258876",2,5,1,6,2,5
"ENSG00000258578",5,2,3,12,5,7
"ENSG00000283629",0,0,2,0,1,0
"ENSG00000089916",2598,2409,2487,2841,2982,3183
"ENSG00000258454",1,8,0,11,2,3
"ENSG00000280078",3,4,3,8,5,2
"ENSG00000119715",0,1,2,0,2,1
"ENSG00000259124",0,1,0,2,0,3
"ENSG00000242952",0,1,1,0,0,0
"ENSG00000258566",0,0,0,2,0,1
"ENSG00000258569",3,1,3,6,1,3
"ENSG00000071246",102,133,136,120,101,123
"ENSG00000259081",0,3,4,8,3,0
"ENSG00000258301",7,7,4,4,14,9
"ENSG00000013523",388,322,409,434,452,348
"ENSG00000286437",8,2,2,2,1,2
"ENSG00000100565",0,2,2,1,1,3
"ENSG00000241081",11,15,9,3,14,11
"ENSG00000223174",2,0,0,0,1,0
"ENSG00000285966",2,6,0,1,0,3
"ENSG00000258602",2,0,1,0,2,0
"ENSG00000119669",393,315,444,445,498,513
"ENSG00000273729",22,12,12,16,31,19
"ENSG00000246548",2,2,4,5,5,8
"ENSG00000258473",0,1,0,2,1,0
"ENSG00000258819",0,0,1,3,1,2
"ENSG00000287004",0,1,0,0,0,0
"ENSG00000198894",650,588,648,624,911,671
"ENSG00000165548",1,1,0,0,1,1
"ENSG00000009830",600,527,676,509,481,643
"ENSG00000100577",219,263,305,220,396,328
"ENSG00000100580",1298,1171,1258,1006,1132,1176
"ENSG00000258510",7,4,2,9,9,5
"ENSG00000100583",94,71,70,57,93,97
"ENSG00000165555",23,42,38,37,37,31
"ENSG00000151445",743,636,767,564,843,712
"ENSG00000100591",1476,1459,1828,1092,1395,1724
"ENSG00000212371",1,2,0,2,8,15
"ENSG00000100593",4,16,20,2,2,4
"ENSG00000100596",3224,3105,3404,1833,2095,2341
"ENSG00000240233",6,2,2,5,3,7
"ENSG00000100601",245,202,262,172,245,234
"ENSG00000239272",2,2,13,10,2,6
"ENSG00000258917",6,2,6,15,13,16
"ENSG00000119705",398,405,437,311,456,495
"ENSG00000100603",1361,1191,1328,1341,2030,1783
"ENSG00000197734",0,0,3,0,1,0
"ENSG00000063761",79,96,90,115,105,153
"ENSG00000199440",1,0,0,2,0,0
"ENSG00000021645",361,394,323,181,68,171
"ENSG00000258723",0,1,0,0,1,0
"ENSG00000258719",0,1,0,0,0,0
"ENSG00000258829",0,0,0,0,0,2
"ENSG00000258662",0,0,1,0,0,0
"ENSG00000259106",0,7,5,0,1,2
"ENSG00000287118",3,3,2,3,0,0
"ENSG00000258637",12,10,7,7,1,2
"ENSG00000258416",4,8,1,0,0,0
"ENSG00000211448",582,487,586,884,2049,806
"ENSG00000258766",0,2,1,6,1,2
"ENSG00000100629",133,145,107,218,178,438
"ENSG00000165409",37,21,22,111,49,32
"ENSG00000258915",0,0,0,3,0,0
"ENSG00000284959",21,20,17,55,25,12
"ENSG00000259167",1,0,0,0,3,1
"ENSG00000286686",1,6,1,4,3,10
"ENSG00000165417",2122,1942,1880,2519,2435,3343
"ENSG00000221303",3,2,2,8,4,6
"ENSG00000273783",12,11,10,24,33,27
"ENSG00000205579",2,0,4,4,3,5
"ENSG00000270343",2,4,3,20,10,13
"ENSG00000140022",683,635,701,2728,1498,1266
"ENSG00000242163",5,6,11,27,4,6
"ENSG00000258675",0,0,0,5,0,0
"ENSG00000071537",12898,11557,12088,9943,9224,10664
"ENSG00000258501",2,0,0,0,1,0
"ENSG00000258743",0,0,1,5,9,2
"ENSG00000259032",0,0,1,1,2,0
"ENSG00000258902",0,0,2,0,1,2
"ENSG00000205562",239,242,231,97,90,159
"ENSG00000185070",12280,11000,11215,6251,4161,7215
"ENSG00000258733",5,2,4,15,10,0
"ENSG00000258912",1,1,0,8,0,2
"ENSG00000286582",0,0,0,1,1,0
"ENSG00000258994",0,0,0,0,1,0
"ENSG00000258859",1,1,0,5,8,1
"ENSG00000259028",0,0,1,1,1,1
"ENSG00000258807",0,1,0,1,0,0
"ENSG00000054983",1101,983,1099,954,980,870
"ENSG00000259096",15,5,15,24,11,20
"ENSG00000140030",0,0,0,0,1,10
"ENSG00000258867",0,0,0,0,0,1
"ENSG00000042317",437,391,404,463,609,452
"ENSG00000070778",1144,1197,1028,2067,1776,1509
"ENSG00000258983",20,11,18,61,35,45
"ENSG00000222990",7,3,3,7,1,6
"ENSG00000258789",3,2,4,11,29,14
"ENSG00000100722",1856,1714,1773,1986,2428,2562
"ENSG00000278576",16,26,11,36,18,27
"ENSG00000165521",28,29,24,13,12,14
"ENSG00000274492",1,0,1,0,0,2
"ENSG00000165533",1172,1070,1149,1034,1193,1058
"ENSG00000207342",23,22,16,9,21,15
"ENSG00000283627",0,0,0,1,1,0
"ENSG00000053254",2671,2604,2619,3861,2804,2630
"ENSG00000259151",20,17,5,42,10,16
"ENSG00000258752",32,37,22,56,30,28
"ENSG00000258699",0,1,0,7,1,0
"ENSG00000258380",5,9,7,16,15,11
"ENSG00000258920",24,25,32,31,25,35
"ENSG00000259073",11,9,3,25,6,7
"ENSG00000258792",0,0,0,1,0,0
"ENSG00000200312",122,126,204,139,213,103
"ENSG00000140025",93,82,77,127,163,171
"ENSG00000230997",0,1,0,5,0,0
"ENSG00000042088",338,288,335,335,389,578
"ENSG00000152315",0,1,0,0,0,0
"ENSG00000100764",930,875,998,705,999,1045
"ENSG00000119720",428,496,483,668,711,624
"ENSG00000287437",12,11,5,25,9,8
"ENSG00000242571",0,0,1,2,3,1
"ENSG00000275198",9,6,13,8,23,8
"ENSG00000198668",8386,7737,8890,5861,7700,8753
"ENSG00000258424",44,22,31,24,31,47
"ENSG00000259789",0,0,0,0,0,1
"ENSG00000165914",480,500,499,422,394,424
"ENSG00000258935",1,6,2,6,5,4
"ENSG00000259163",7,7,8,25,10,17
"ENSG00000258437",2,4,0,7,3,9
"ENSG00000258716",12,6,7,13,1,12
"ENSG00000287663",5,1,1,1,3,8
"ENSG00000213315",1,3,0,3,4,7
"ENSG00000258884",0,0,0,0,1,0
"ENSG00000100784",36,37,56,123,166,111
"ENSG00000133943",543,562,632,650,833,563
"ENSG00000221102",0,0,1,0,0,0
"ENSG00000119714",69,78,70,27,76,67
"ENSG00000258875",7,12,16,13,16,16
"ENSG00000260810",3,1,1,1,4,4
"ENSG00000015133",5,1,0,2,1,1
"ENSG00000100796",1852,1732,1603,2253,2438,2391
"ENSG00000279286",0,0,4,0,0,0
"ENSG00000133962",0,0,0,2,0,0
"ENSG00000260711",1,0,0,0,0,0
"ENSG00000165929",0,1,7,8,3,5
"ENSG00000140092",1159,1299,1406,1134,814,758
"ENSG00000100815",4899,4342,3408,4601,5164,5179
"ENSG00000259020",1,1,0,2,5,2
"ENSG00000066427",881,860,832,1104,1497,1004
"ENSG00000183648",263,287,348,243,350,304
"ENSG00000165934",2389,2198,2253,2693,2466,3290
"ENSG00000140090",4,0,1,1,2,0
"ENSG00000100599",51,68,61,128,95,109
"ENSG00000100600",1919,1981,2331,2467,2184,2181
"ENSG00000066455",2549,2367,2509,1779,2577,2347
"ENSG00000100604",1,0,2,6,1,2
"ENSG00000100605",214,186,231,325,357,456
"ENSG00000258730",0,1,0,16,8,8
"ENSG00000165943",419,430,471,319,458,278
"ENSG00000153485",73,59,31,64,130,87
"ENSG00000259066",2,3,0,2,5,4
"ENSG00000170270",150,107,154,140,188,195
"ENSG00000012963",537,507,581,629,880,1001
"ENSG00000240096",0,0,0,2,1,2
"ENSG00000011114",1589,1555,1514,1952,2167,2027
"ENSG00000241499",3,0,7,4,1,6
"ENSG00000133958",11,17,10,30,14,23
"ENSG00000278396",3,6,3,6,7,7
"ENSG00000187581",0,6,0,2,1,1
"ENSG00000252720",0,0,1,0,0,0
"ENSG00000175785",1,0,0,1,1,0
"ENSG00000100628",19,20,32,1,9,6
"ENSG00000258987",4,1,4,0,0,1
"ENSG00000175699",7,10,17,0,2,1
"ENSG00000089723",122,159,162,77,134,78
"ENSG00000089737",4675,4547,5415,4731,6763,4900
"ENSG00000165948",295,327,375,131,263,221
"ENSG00000165949",1301,1646,2163,107,171,93
"ENSG00000119632",358,309,489,212,453,331
"ENSG00000119698",836,711,775,196,442,373
"ENSG00000140093",90,91,76,20,52,32
"ENSG00000170099",8,11,11,0,15,2
"ENSG00000197249",56,69,103,160,1017,591
"ENSG00000170054",4,11,6,0,0,3
"ENSG00000165953",0,1,0,0,0,0
"ENSG00000188488",30,45,46,183,571,184
"ENSG00000273259",1,1,0,2,3,1
"ENSG00000196136",8,6,3,22,12,10
"ENSG00000258805",0,0,1,0,0,0
"ENSG00000133937",13,16,24,58,41,38
"ENSG00000285205",3,1,0,4,3,1
"ENSG00000240914",3,14,12,20,13,16
"ENSG00000258933",0,0,0,5,5,2
"ENSG00000100697",3557,3189,2957,4102,4311,4202
"ENSG00000264607",0,1,2,6,5,0
"ENSG00000235706",22,31,33,48,36,25
"ENSG00000165959",153,187,158,337,258,149
"ENSG00000258615",2,0,1,1,1,0
"ENSG00000258630",0,1,0,0,0,0
"ENSG00000176438",648,662,614,2193,2484,1438
"ENSG00000258572",1,1,2,19,13,7
"ENSG00000247092",62,58,62,96,123,98
"ENSG00000182512",283,278,300,234,319,431
"ENSG00000258927",0,0,0,0,1,1
"ENSG00000187621",0,0,0,0,4,2
"ENSG00000250366",0,0,0,1,0,0
"ENSG00000227051",2128,2170,2300,1862,2842,1372
"ENSG00000168398",609,615,770,553,2425,439
"ENSG00000258691",1,0,0,0,0,2
"ENSG00000258412",24,15,26,23,132,17
"ENSG00000258788",6,12,5,9,41,8
"ENSG00000259036",3,4,3,3,12,0
"ENSG00000100739",54,39,57,8,50,22
"ENSG00000258793",6,9,2,2,10,3
"ENSG00000258729",1,0,2,2,2,0
"ENSG00000066739",3036,2811,2680,3468,3864,3421
"ENSG00000100744",613,510,579,376,654,607
"ENSG00000222276",0,1,0,4,3,2
"ENSG00000140057",33,21,35,44,55,31
"ENSG00000260806",5,0,3,2,4,4
"ENSG00000090060",4986,4622,4301,4917,5181,5955
"ENSG00000258702",0,0,1,0,5,1
"ENSG00000100749",184,175,202,193,279,491
"ENSG00000225163",2,0,1,2,3,2
"ENSG00000246084",0,0,0,0,0,1
"ENSG00000246223",4,13,13,47,38,14
"ENSG00000176605",0,0,0,0,1,0
"ENSG00000232573",19,34,78,40,37,23
"ENSG00000234648",1,3,3,2,0,4
"ENSG00000287991",0,0,0,0,1,0
"ENSG00000127152",0,0,0,3,0,0
"ENSG00000183576",2258,2143,2411,1752,2401,2712
"ENSG00000272439",6,2,1,1,0,3
"ENSG00000090061",200,210,182,281,161,232
"ENSG00000205476",213,222,282,298,195,255
"ENSG00000200506",0,0,0,1,1,2
"ENSG00000247970",3,1,6,8,1,1
"ENSG00000182218",767,794,890,711,694,547
